,date,send_usd,sent_addresses,difficulty,active_addresses,fee_reward,median_transaction_size,transactions,market_cap,av_transaction_value,mining_profitability,block_size,av_transaction_size,top_100_percent,confirmation_time,tweets,google_trends,hashrate,median_transaction_value,full_name,coin
3921,2009/04/23,,15nullnull,1nullnull,75nullnull,,,nullnullnull,,,,134.68nullnull,,,,,,,,novacoin,nvc
3922,2009/04/24,,24nullnull,1nullnull,115nullnull,,,nullnullnull,,,,134.904nullnull,,,,,,,,novacoin,nvc
3923,2009/04/25,,29nullnull,1nullnull,118nullnull,,,nullnullnull,,,,134.864nullnull,,,,,,,,novacoin,nvc
3924,2009/04/26,,23nullnull,1nullnull,128nullnull,,,2nullnull,,,,151.054nullnull,,,,,,,,novacoin,nvc
3925,2009/04/27,,16nullnull,1nullnull,104nullnull,,,nullnullnull,,,,134.894nullnull,,,,,,,,novacoin,nvc
3926,2009/04/28,,28nullnull,1nullnull,117nullnull,,,nullnullnull,,,,134.632nullnull,,,,,,,,novacoin,nvc
3927,2009/04/29,,24nullnull,1nullnull,149nullnull,,,1nullnull,,,,153.094nullnull,,,,,,,,novacoin,nvc
3928,2009/04/30,,22nullnull,1nullnull,131nullnull,,,nullnullnull,,,,134.954nullnull,,,,,,,,novacoin,nvc
3929,2009/05/01,,32nullnull,1nullnull,121nullnull,,,nullnullnull,,,,134.876nullnull,,,,,,,,novacoin,nvc
3930,2009/05/02,,42nullnull,1nullnull,142nullnull,,,2nullnull,,,,150.373nullnull,,,,,,,,novacoin,nvc
3931,2009/05/03,,35nullnull,1nullnull,110nullnull,,,3nullnull,,,,142.726nullnull,,,,,,,,novacoin,nvc
3932,2009/05/04,,33nullnull,1nullnull,159nullnull,,,1nullnull,,,,161.93nullnull,,,,,,,,novacoin,nvc
3933,2009/05/05,,36nullnull,1nullnull,146nullnull,,,1nullnull,,,,143.667nullnull,,,,,,,,novacoin,nvc
3934,2009/05/06,,37nullnull,1nullnull,135nullnull,,,nullnullnull,,,,134.978nullnull,,,,,,,,novacoin,nvc
3935,2009/05/07,,32nullnull,1nullnull,122nullnull,,,nullnullnull,,,,135nullnull,,,,,,,,novacoin,nvc
3936,2009/05/08,,21nullnull,1nullnull,107nullnull,,,nullnullnull,,,,134.944nullnull,,,,,,,,novacoin,nvc
3937,2009/05/09,,25nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.487nullnull,,,,,,,,novacoin,nvc
3938,2009/05/10,,25nullnull,1nullnull,85nullnull,,,nullnullnull,,,,134.753nullnull,,,,,,,,novacoin,nvc
3939,2009/05/11,,20nullnull,1nullnull,123nullnull,,,1nullnull,,,,137.858nullnull,,,,,,,,novacoin,nvc
3940,2009/05/12,,19nullnull,1nullnull,130nullnull,,,nullnullnull,,,,134.923nullnull,,,,,,,,novacoin,nvc
3941,2009/05/13,,27nullnull,1nullnull,117nullnull,,,5nullnull,,,,144.775nullnull,,,,,,,,novacoin,nvc
3942,2009/05/14,,48nullnull,1nullnull,145nullnull,,,3nullnull,,,,140.086nullnull,,,,,,,,novacoin,nvc
3943,2009/05/15,,35nullnull,1nullnull,146nullnull,,,1nullnull,,,,143.603nullnull,,,,,,,,novacoin,nvc
3944,2009/05/16,,25nullnull,1nullnull,119nullnull,,,nullnullnull,,,,134.95nullnull,,,,,,,,novacoin,nvc
3945,2009/05/17,,28nullnull,1nullnull,127nullnull,,,nullnullnull,,,,134.961nullnull,,,,,,,,novacoin,nvc
3946,2009/05/18,,21nullnull,1nullnull,118nullnull,,,nullnullnull,,,,134.924nullnull,,,,,,,,novacoin,nvc
3947,2009/05/19,,15nullnull,1nullnull,86nullnull,,,nullnullnull,,,,134.884nullnull,,,,,,,,novacoin,nvc
3948,2009/05/20,,29nullnull,1nullnull,120nullnull,,,nullnullnull,,,,134.733nullnull,,,,,,,,novacoin,nvc
3949,2009/05/21,,15nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.963nullnull,,,,,,,,novacoin,nvc
3950,2009/05/22,,10nullnull,1nullnull,61nullnull,,,nullnullnull,,,,134.967nullnull,,,,,,,,novacoin,nvc
3951,2009/05/23,,4nullnull,1nullnull,32nullnull,,,nullnullnull,,,,134.938nullnull,,,,,,,,novacoin,nvc
3952,2009/05/24,,24nullnull,1nullnull,100nullnull,,,nullnullnull,,,,134.9nullnull,,,,,,,,novacoin,nvc
3953,2009/05/25,,19nullnull,1nullnull,109nullnull,,,nullnullnull,,,,134.954nullnull,,,,,,,,novacoin,nvc
3954,2009/05/26,,38nullnull,1nullnull,125nullnull,,,nullnullnull,,,,134.904nullnull,,,,,,,,novacoin,nvc
3955,2009/05/27,,37nullnull,1nullnull,119nullnull,,,nullnullnull,,,,134.731nullnull,,,,,,,,novacoin,nvc
3956,2009/05/28,,16nullnull,1nullnull,95nullnull,,,nullnullnull,,,,134.884nullnull,,,,,,,,novacoin,nvc
3957,2009/05/29,,21nullnull,1nullnull,167nullnull,,,1nullnull,,,,199.84nullnull,,,,,,,,novacoin,nvc
3958,2009/05/30,,20nullnull,1nullnull,109nullnull,,,nullnullnull,,,,134.716nullnull,,,,,,,,novacoin,nvc
3959,2009/05/31,,24nullnull,1nullnull,96nullnull,,,nullnullnull,,,,135nullnull,,,,,,,,novacoin,nvc
3960,2009/06/01,,15nullnull,1nullnull,73nullnull,,,1nullnull,,,,138.831nullnull,,,,,,,,novacoin,nvc
3961,2009/06/02,,15nullnull,1nullnull,111nullnull,,,nullnullnull,,,,134.91nullnull,,,,,,,,novacoin,nvc
3962,2009/06/03,,9nullnull,1nullnull,71nullnull,,,nullnullnull,,,,135nullnull,,,,,,,,novacoin,nvc
3963,2009/06/04,,5nullnull,1nullnull,66nullnull,,,nullnullnull,,,,134.939nullnull,,,,,,,,novacoin,nvc
3964,2009/06/05,,5nullnull,1nullnull,30nullnull,,,nullnullnull,,,,134.9nullnull,,,,,,,,novacoin,nvc
3965,2009/06/06,,1nullnull,1nullnull,28nullnull,,,nullnullnull,,,,134.286nullnull,,,,,,,,novacoin,nvc
3966,2009/06/07,,3nullnull,1nullnull,16nullnull,,,nullnullnull,,,,134.938nullnull,,,,,,,,novacoin,nvc
3967,2009/06/08,,25nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.768nullnull,,,,,,,,novacoin,nvc
3968,2009/06/09,,25nullnull,1nullnull,91nullnull,,,nullnullnull,,,,134.802nullnull,,,,,,,,novacoin,nvc
3969,2009/06/10,,23nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.927nullnull,,,,,,,,novacoin,nvc
3970,2009/06/11,,22nullnull,1nullnull,89nullnull,,,nullnullnull,,,,134.966nullnull,,,,,,,,novacoin,nvc
3971,2009/06/12,,23nullnull,1nullnull,86nullnull,,,nullnullnull,,,,134.86nullnull,,,,,,,,novacoin,nvc
3972,2009/06/13,,23nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.449nullnull,,,,,,,,novacoin,nvc
3973,2009/06/14,,34nullnull,1nullnull,72nullnull,,,nullnullnull,,,,134.694nullnull,,,,,,,,novacoin,nvc
3974,2009/06/15,,26nullnull,1nullnull,84nullnull,,,nullnullnull,,,,134.952nullnull,,,,,,,,novacoin,nvc
3975,2009/06/16,,12nullnull,1nullnull,71nullnull,,,nullnullnull,,,,134.732nullnull,,,,,,,,novacoin,nvc
3976,2009/06/17,,19nullnull,1nullnull,79nullnull,,,nullnullnull,,,,134.646nullnull,,,,,,,,novacoin,nvc
3977,2009/06/18,,22nullnull,1nullnull,80nullnull,,,nullnullnull,,,,134.813nullnull,,,,,,,,novacoin,nvc
3978,2009/06/19,,33nullnull,1nullnull,87nullnull,,,nullnullnull,,,,134.678nullnull,,,,,,,,novacoin,nvc
3979,2009/06/20,,23nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.769nullnull,,,,,,,,novacoin,nvc
3980,2009/06/21,,25nullnull,1nullnull,81nullnull,,,nullnullnull,,,,134.765nullnull,,,,,,,,novacoin,nvc
3981,2009/06/22,,21nullnull,1nullnull,137nullnull,,,1nullnull,,,,225.382nullnull,,,,,,,,novacoin,nvc
3982,2009/06/23,,19nullnull,1nullnull,76nullnull,,,nullnullnull,,,,134.566nullnull,,,,,,,,novacoin,nvc
3983,2009/06/24,,36nullnull,1nullnull,100nullnull,,,2nullnull,,,,140.579nullnull,,,,,,,,novacoin,nvc
3984,2009/06/25,,27nullnull,1nullnull,89nullnull,,,1nullnull,,,,168.75nullnull,,,,,,,,novacoin,nvc
3985,2009/06/26,,20nullnull,1nullnull,90nullnull,,,nullnullnull,,,,134.6nullnull,,,,,,,,novacoin,nvc
3986,2009/06/27,,22nullnull,1nullnull,84nullnull,,,nullnullnull,,,,134.833nullnull,,,,,,,,novacoin,nvc
3987,2009/06/28,,21nullnull,1nullnull,48nullnull,,,1nullnull,,,,139.739nullnull,,,,,,,,novacoin,nvc
3988,2009/06/29,,25nullnull,1nullnull,85nullnull,,,1nullnull,,,,137.723nullnull,,,,,,,,novacoin,nvc
3989,2009/06/30,,26nullnull,1nullnull,89nullnull,,,1nullnull,,,,140.047nullnull,,,,,,,,novacoin,nvc
3990,2009/07/01,,28nullnull,1nullnull,77nullnull,,,1nullnull,,,,138.432nullnull,,,,,,,,novacoin,nvc
3991,2009/07/02,,29nullnull,1nullnull,85nullnull,,,1nullnull,,,,137.614nullnull,,,,,,,,novacoin,nvc
3992,2009/07/03,,29nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.976nullnull,,,,,,,,novacoin,nvc
3993,2009/07/04,,32nullnull,1nullnull,89nullnull,,,nullnullnull,,,,134.876nullnull,,,,,,,,novacoin,nvc
3994,2009/07/05,,27nullnull,1nullnull,79nullnull,,,nullnullnull,,,,134.987nullnull,,,,,,,,novacoin,nvc
3995,2009/07/06,,28nullnull,1nullnull,84nullnull,,,nullnullnull,,,,134.976nullnull,,,,,,,,novacoin,nvc
3996,2009/07/07,,19nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.942nullnull,,,,,,,,novacoin,nvc
3997,2009/07/08,,19nullnull,1nullnull,74nullnull,,,nullnullnull,,,,134.986nullnull,,,,,,,,novacoin,nvc
3998,2009/07/09,,33nullnull,1nullnull,86nullnull,,,nullnullnull,,,,134.721nullnull,,,,,,,,novacoin,nvc
3999,2009/07/10,,29nullnull,1nullnull,81nullnull,,,nullnullnull,,,,134.864nullnull,,,,,,,,novacoin,nvc
4000,2009/07/11,,29nullnull,1nullnull,83nullnull,,,nullnullnull,,,,134.988nullnull,,,,,,,,novacoin,nvc
4001,2009/07/12,,25nullnull,1nullnull,77nullnull,,,nullnullnull,,,,134.792nullnull,,,,,,,,novacoin,nvc
4002,2009/07/13,,24nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.91nullnull,,,,,,,,novacoin,nvc
4003,2009/07/14,,13nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.957nullnull,,,,,,,,novacoin,nvc
4004,2009/07/15,,9nullnull,1nullnull,45nullnull,,,nullnullnull,,,,134.978nullnull,,,,,,,,novacoin,nvc
4005,2009/07/16,,15nullnull,1nullnull,71nullnull,,,nullnullnull,,,,134.859nullnull,,,,,,,,novacoin,nvc
4006,2009/07/17,,12nullnull,1nullnull,47nullnull,,,nullnullnull,,,,134.809nullnull,,,,,,,,novacoin,nvc
4007,2009/07/18,,4nullnull,1nullnull,4nullnull,,,nullnullnull,,,,134nullnull,,,,,,,,novacoin,nvc
4008,2009/07/19,,23nullnull,1nullnull,70nullnull,,,nullnullnull,,,,134.8nullnull,,,,,,,,novacoin,nvc
4009,2009/07/20,,21nullnull,1nullnull,192nullnull,,,1nullnull,,,,333.7nullnull,,,,,,,,novacoin,nvc
4010,2009/07/21,,18nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.854nullnull,,,,,,,,novacoin,nvc
4011,2009/07/22,,22nullnull,1nullnull,60nullnull,,,nullnullnull,,,,134.4nullnull,,,,,,,,novacoin,nvc
4012,2009/07/23,,21nullnull,1nullnull,76nullnull,,,nullnullnull,,,,134.684nullnull,,,,,,,,novacoin,nvc
4013,2009/07/24,,21nullnull,1nullnull,73nullnull,,,nullnullnull,,,,134.932nullnull,,,,,,,,novacoin,nvc
4014,2009/07/25,,10nullnull,1nullnull,32nullnull,,,nullnullnull,,,,134.844nullnull,,,,,,,,novacoin,nvc
4015,2009/07/26,,21nullnull,1nullnull,21nullnull,,,nullnullnull,,,,134.524nullnull,,,,,,,,novacoin,nvc
4016,2009/07/27,,18nullnull,1nullnull,74nullnull,,,nullnullnull,,,,134.905nullnull,,,,,,,,novacoin,nvc
4017,2009/07/28,,21nullnull,1nullnull,41nullnull,,,nullnullnull,,,,134.707nullnull,,,,,,,,novacoin,nvc
4018,2009/07/29,,17nullnull,1nullnull,22nullnull,,,1nullnull,,,,148.947nullnull,,,,,,,,novacoin,nvc
4019,2009/07/30,,16nullnull,1nullnull,17nullnull,,,1nullnull,,,,150.2nullnull,,,,,,,,novacoin,nvc
4020,2009/07/31,,17nullnull,1nullnull,17nullnull,,,nullnullnull,,,,134.706nullnull,,,,,,,,novacoin,nvc
4021,2009/08/01,,28nullnull,1nullnull,28nullnull,,,nullnullnull,,,,134.821nullnull,,,,,,,,novacoin,nvc
4022,2009/08/02,,23nullnull,1nullnull,23nullnull,,,nullnullnull,,,,134.609nullnull,,,,,,,,novacoin,nvc
4023,2009/08/03,,12nullnull,1nullnull,12nullnull,,,nullnullnull,,,,134.833nullnull,,,,,,,,novacoin,nvc
4024,2009/08/04,,26nullnull,1nullnull,81nullnull,,,nullnullnull,,,,134.63nullnull,,,,,,,,novacoin,nvc
4025,2009/08/05,,27nullnull,1nullnull,87nullnull,,,nullnullnull,,,,134.724nullnull,,,,,,,,novacoin,nvc
4026,2009/08/06,,33nullnull,1nullnull,90nullnull,,,nullnullnull,,,,134.922nullnull,,,,,,,,novacoin,nvc
4027,2009/08/07,,34nullnull,1nullnull,192nullnull,,,1nullnull,,,,294.525nullnull,,,,,,,,novacoin,nvc
4028,2009/08/08,,30nullnull,1nullnull,80nullnull,,,nullnullnull,,,,134.875nullnull,,,,,,,,novacoin,nvc
4029,2009/08/09,,42nullnull,1nullnull,101nullnull,,,nullnullnull,,,,135nullnull,,,,,,,,novacoin,nvc
4030,2009/08/10,,19nullnull,1nullnull,75nullnull,,,nullnullnull,,,,134.987nullnull,,,,,,,,novacoin,nvc
4031,2009/08/11,,18nullnull,1nullnull,70nullnull,,,nullnullnull,,,,134.914nullnull,,,,,,,,novacoin,nvc
4032,2009/08/12,,12nullnull,1nullnull,63nullnull,,,nullnullnull,,,,134.524nullnull,,,,,,,,novacoin,nvc
4033,2009/08/13,,28nullnull,1nullnull,85nullnull,,,nullnullnull,,,,134.765nullnull,,,,,,,,novacoin,nvc
4034,2009/08/14,,16nullnull,1nullnull,63nullnull,,,nullnullnull,,,,134.825nullnull,,,,,,,,novacoin,nvc
4035,2009/08/15,,26nullnull,1nullnull,26nullnull,,,nullnullnull,,,,134.385nullnull,,,,,,,,novacoin,nvc
4036,2009/08/16,,19nullnull,1nullnull,19nullnull,,,nullnullnull,,,,134.526nullnull,,,,,,,,novacoin,nvc
4037,2009/08/17,,17nullnull,1nullnull,17nullnull,,,nullnullnull,,,,134.824nullnull,,,,,,,,novacoin,nvc
4038,2009/08/18,,10nullnull,1nullnull,10nullnull,,,nullnullnull,,,,135nullnull,,,,,,,,novacoin,nvc
4039,2009/08/19,,16nullnull,1nullnull,18nullnull,,,nullnullnull,,,,134.389nullnull,,,,,,,,novacoin,nvc
4040,2009/08/20,,15nullnull,1nullnull,22nullnull,,,nullnullnull,,,,134.182nullnull,,,,,,,,novacoin,nvc
4041,2009/08/21,,9nullnull,1nullnull,14nullnull,,,nullnullnull,,,,134nullnull,,,,,,,,novacoin,nvc
4042,2009/08/22,,7nullnull,1nullnull,7nullnull,,,nullnullnull,,,,134nullnull,,,,,,,,novacoin,nvc
4043,2009/08/23,,14nullnull,1nullnull,15nullnull,,,nullnullnull,,,,134.533nullnull,,,,,,,,novacoin,nvc
4044,2009/08/24,,6nullnull,1nullnull,15nullnull,,,nullnullnull,,,,134nullnull,,,,,,,,novacoin,nvc
4045,2009/08/25,,9nullnull,1nullnull,50nullnull,,,nullnullnull,,,,134.66nullnull,,,,,,,,novacoin,nvc
4046,2009/08/26,,9nullnull,1nullnull,96nullnull,,,3nullnull,,,,254.833nullnull,,,,,,,,novacoin,nvc
4047,2009/08/27,,19nullnull,1nullnull,29nullnull,,,nullnullnull,,,,134.345nullnull,,,,,,,,novacoin,nvc
4048,2009/08/28,,24nullnull,1nullnull,75nullnull,,,nullnullnull,,,,134.733nullnull,,,,,,,,novacoin,nvc
4049,2009/08/29,,24nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.808nullnull,,,,,,,,novacoin,nvc
4050,2009/08/30,,43nullnull,1nullnull,99nullnull,,,1nullnull,,,,136.381nullnull,,,,,,,,novacoin,nvc
4051,2009/08/31,,37nullnull,1nullnull,93nullnull,,,1nullnull,,,,143.349nullnull,,,,,,,,novacoin,nvc
4052,2009/09/01,,30nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.795nullnull,,,,,,,,novacoin,nvc
4053,2009/09/02,,18nullnull,1nullnull,66nullnull,,,nullnullnull,,,,134.848nullnull,,,,,,,,novacoin,nvc
4054,2009/09/03,,12nullnull,1nullnull,76nullnull,,,1nullnull,,,,161.902nullnull,,,,,,,,novacoin,nvc
4055,2009/09/04,,24nullnull,1nullnull,64nullnull,,,nullnullnull,,,,134.672nullnull,,,,,,,,novacoin,nvc
4056,2009/09/05,,22nullnull,1nullnull,76nullnull,,,nullnullnull,,,,134.842nullnull,,,,,,,,novacoin,nvc
4057,2009/09/06,,11nullnull,1nullnull,68nullnull,,,nullnullnull,,,,134.853nullnull,,,,,,,,novacoin,nvc
4058,2009/09/07,,21nullnull,1nullnull,92nullnull,,,1nullnull,,,,154.436nullnull,,,,,,,,novacoin,nvc
4059,2009/09/08,,18nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.768nullnull,,,,,,,,novacoin,nvc
4060,2009/09/09,,7nullnull,1nullnull,54nullnull,,,nullnullnull,,,,134.796nullnull,,,,,,,,novacoin,nvc
4061,2009/09/10,,13nullnull,1nullnull,67nullnull,,,nullnullnull,,,,134.806nullnull,,,,,,,,novacoin,nvc
4062,2009/09/11,,17nullnull,1nullnull,67nullnull,,,nullnullnull,,,,134.821nullnull,,,,,,,,novacoin,nvc
4063,2009/09/12,,20nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.884nullnull,,,,,,,,novacoin,nvc
4064,2009/09/13,,20nullnull,1nullnull,75nullnull,,,nullnullnull,,,,134.84nullnull,,,,,,,,novacoin,nvc
4065,2009/09/14,,18nullnull,1nullnull,74nullnull,,,nullnullnull,,,,134.851nullnull,,,,,,,,novacoin,nvc
4066,2009/09/15,,13nullnull,1nullnull,44nullnull,,,nullnullnull,,,,134.864nullnull,,,,,,,,novacoin,nvc
4067,2009/09/16,,24nullnull,1nullnull,74nullnull,,,1nullnull,,,,137.875nullnull,,,,,,,,novacoin,nvc
4068,2009/09/17,,24nullnull,1nullnull,186nullnull,,,1nullnull,,,,273.226nullnull,,,,,,,,novacoin,nvc
4069,2009/09/18,,25nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.808nullnull,,,,,,,,novacoin,nvc
4070,2009/09/19,,19nullnull,1nullnull,74nullnull,,,nullnullnull,,,,134.959nullnull,,,,,,,,novacoin,nvc
4071,2009/09/20,,21nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.987nullnull,,,,,,,,novacoin,nvc
4072,2009/09/21,,21nullnull,1nullnull,78nullnull,,,1nullnull,,,,148.754nullnull,,,,,,,,novacoin,nvc
4073,2009/09/22,,21nullnull,1nullnull,66nullnull,,,1nullnull,,,,318.84nullnull,,,,,,,,novacoin,nvc
4074,2009/09/23,,13nullnull,1nullnull,36nullnull,,,nullnullnull,,,,134.722nullnull,,,,,,,,novacoin,nvc
4075,2009/09/24,,40nullnull,1nullnull,97nullnull,,,nullnullnull,,,,134.505nullnull,,,,,,,,novacoin,nvc
4076,2009/09/25,,36nullnull,1nullnull,119nullnull,,,2nullnull,,,,168.319nullnull,,,,,,,,novacoin,nvc
4077,2009/09/26,,40nullnull,1nullnull,100nullnull,,,nullnullnull,,,,134.46nullnull,,,,,,,,novacoin,nvc
4078,2009/09/27,,27nullnull,1nullnull,104nullnull,,,1nullnull,,,,156.379nullnull,,,,,,,,novacoin,nvc
4079,2009/09/28,,28nullnull,1nullnull,85nullnull,,,nullnullnull,,,,134.929nullnull,,,,,,,,novacoin,nvc
4080,2009/09/29,,34nullnull,1nullnull,133nullnull,,,2nullnull,,,,191.614nullnull,,,,,,,,novacoin,nvc
4081,2009/09/30,,31nullnull,1nullnull,85nullnull,,,nullnullnull,,,,134.765nullnull,,,,,,,,novacoin,nvc
4082,2009/10/01,,27nullnull,1nullnull,82nullnull,,,nullnullnull,,,,134.89nullnull,,,,,,,,novacoin,nvc
4083,2009/10/02,,35nullnull,1nullnull,83nullnull,,,1nullnull,,,,151.222nullnull,,,,,,,,novacoin,nvc
4084,2009/10/03,,36nullnull,1nullnull,58nullnull,,,nullnullnull,,,,134.414nullnull,,,,,,,,novacoin,nvc
4085,2009/10/04,,31nullnull,1nullnull,53nullnull,,,nullnullnull,,,,134.679nullnull,,,,,,,,novacoin,nvc
4086,2009/10/05,,34nullnull,1nullnull,55nullnull,,,nullnullnull,,,,134.764nullnull,,,,,,,,novacoin,nvc
4087,2009/10/06,,25nullnull,1nullnull,58nullnull,,,2nullnull,,,,178.116nullnull,,,,,,,,novacoin,nvc
4088,2009/10/07,,36nullnull,1nullnull,60nullnull,,,nullnullnull,,,,134.717nullnull,,,,,,,,novacoin,nvc
4089,2009/10/08,,32nullnull,1nullnull,70nullnull,,,nullnullnull,,,,134.471nullnull,,,,,,,,novacoin,nvc
4090,2009/10/09,,38nullnull,1nullnull,80nullnull,,,nullnullnull,,,,134.658nullnull,,,,,,,,novacoin,nvc
4091,2009/10/10,,38nullnull,1nullnull,76nullnull,,,nullnullnull,,,,134.818nullnull,,,,,,,,novacoin,nvc
4092,2009/10/11,,44nullnull,1nullnull,74nullnull,,,nullnullnull,,,,134.757nullnull,,,,,,,,novacoin,nvc
4093,2009/10/12,,29nullnull,1nullnull,132nullnull,,,1nullnull,,,,283.379nullnull,,,,,,,,novacoin,nvc
4094,2009/10/13,,32nullnull,1nullnull,57nullnull,,,nullnullnull,,,,134.807nullnull,,,,,,,,novacoin,nvc
4095,2009/10/14,,42nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.623nullnull,,,,,,,,novacoin,nvc
4096,2009/10/15,,35nullnull,1nullnull,71nullnull,,,nullnullnull,,,,134.366nullnull,,,,,,,,novacoin,nvc
4097,2009/10/16,,28nullnull,1nullnull,141nullnull,,,1nullnull,,,,291.517nullnull,,,,,,,,novacoin,nvc
4098,2009/10/17,,31nullnull,1nullnull,57nullnull,,,nullnullnull,,,,134.842nullnull,,,,,,,,novacoin,nvc
4099,2009/10/18,,39nullnull,1nullnull,82nullnull,,,1nullnull,,,,146nullnull,,,,,,,,novacoin,nvc
4100,2009/10/19,,37nullnull,1nullnull,112nullnull,,,nullnullnull,,,,134.446nullnull,,,,,,,,novacoin,nvc
4101,2009/10/20,,43nullnull,1nullnull,197nullnull,,,1nullnull,,,,257nullnull,,,,,,,,novacoin,nvc
4102,2009/10/21,,41nullnull,1nullnull,99nullnull,,,1nullnull,,,,160.663nullnull,,,,,,,,novacoin,nvc
4103,2009/10/22,,49nullnull,1nullnull,130nullnull,,,1nullnull,,,,187.122nullnull,,,,,,,,novacoin,nvc
4104,2009/10/23,,51nullnull,1nullnull,89nullnull,,,nullnullnull,,,,134.427nullnull,,,,,,,,novacoin,nvc
4105,2009/10/24,,49nullnull,1nullnull,70nullnull,,,1nullnull,,,,149.194nullnull,,,,,,,,novacoin,nvc
4106,2009/10/25,,51nullnull,1nullnull,76nullnull,,,nullnullnull,,,,134.579nullnull,,,,,,,,novacoin,nvc
4107,2009/10/26,,45nullnull,1nullnull,71nullnull,,,nullnullnull,,,,134.803nullnull,,,,,,,,novacoin,nvc
4108,2009/10/27,,40nullnull,1nullnull,81nullnull,,,1nullnull,,,,164.781nullnull,,,,,,,,novacoin,nvc
4109,2009/10/28,,43nullnull,1nullnull,66nullnull,,,nullnullnull,,,,134.682nullnull,,,,,,,,novacoin,nvc
4110,2009/10/29,,28nullnull,1nullnull,89nullnull,,,2nullnull,,,,238.391nullnull,,,,,,,,novacoin,nvc
4111,2009/10/30,,32nullnull,1nullnull,60nullnull,,,nullnullnull,,,,134.467nullnull,,,,,,,,novacoin,nvc
4112,2009/10/31,,41nullnull,1nullnull,46nullnull,,,nullnullnull,,,,134.304nullnull,,,,,,,,novacoin,nvc
4113,2009/11/01,,24nullnull,1nullnull,25nullnull,,,nullnullnull,,,,134.28nullnull,,,,,,,,novacoin,nvc
4114,2009/11/02,,13nullnull,1nullnull,33nullnull,,,nullnullnull,,,,134.394nullnull,,,,,,,,novacoin,nvc
4115,2009/11/03,,40nullnull,1nullnull,62nullnull,,,nullnullnull,,,,134.532nullnull,,,,,,,,novacoin,nvc
4116,2009/11/04,,34nullnull,1nullnull,105nullnull,,,1nullnull,,,,213.111nullnull,,,,,,,,novacoin,nvc
4117,2009/11/05,,34nullnull,1nullnull,57nullnull,,,nullnullnull,,,,134.474nullnull,,,,,,,,novacoin,nvc
4118,2009/11/06,,35nullnull,1nullnull,62nullnull,,,nullnullnull,,,,134.548nullnull,,,,,,,,novacoin,nvc
4119,2009/11/07,,44nullnull,1nullnull,69nullnull,,,nullnullnull,,,,134.667nullnull,,,,,,,,novacoin,nvc
4120,2009/11/08,,41nullnull,1nullnull,73nullnull,,,nullnullnull,,,,134.548nullnull,,,,,,,,novacoin,nvc
4121,2009/11/09,,29nullnull,1nullnull,64nullnull,,,nullnullnull,,,,134.688nullnull,,,,,,,,novacoin,nvc
4122,2009/11/10,,47nullnull,1nullnull,78nullnull,,,nullnullnull,,,,134.385nullnull,,,,,,,,novacoin,nvc
4123,2009/11/11,,38nullnull,1nullnull,116nullnull,,,9nullnull,,,,250.453nullnull,,,,,,,,novacoin,nvc
4124,2009/11/12,,32nullnull,1nullnull,66nullnull,,,nullnullnull,,,,134.424nullnull,,,,,,,,novacoin,nvc
4125,2009/11/13,,49nullnull,1nullnull,93nullnull,,,3nullnull,,,,157.45nullnull,,,,,,,,novacoin,nvc
4126,2009/11/14,,44nullnull,1nullnull,79nullnull,,,nullnullnull,,,,134.633nullnull,,,,,,,,novacoin,nvc
4127,2009/11/15,,49nullnull,1nullnull,96nullnull,,,nullnullnull,,,,134.625nullnull,,,,,,,,novacoin,nvc
4128,2009/11/16,,56nullnull,1nullnull,97nullnull,,,nullnullnull,,,,134.68nullnull,,,,,,,,novacoin,nvc
4129,2009/11/17,,55nullnull,1nullnull,92nullnull,,,nullnullnull,,,,134.663nullnull,,,,,,,,novacoin,nvc
4130,2009/11/18,,44nullnull,1nullnull,79nullnull,,,nullnullnull,,,,134.43nullnull,,,,,,,,novacoin,nvc
4131,2009/11/19,,42nullnull,1nullnull,153nullnull,,,2nullnull,,,,294.2nullnull,,,,,,,,novacoin,nvc
4132,2009/11/20,,49nullnull,1nullnull,86nullnull,,,nullnullnull,,,,134.616nullnull,,,,,,,,novacoin,nvc
4133,2009/11/21,,50nullnull,1nullnull,73nullnull,,,nullnullnull,,,,134.712nullnull,,,,,,,,novacoin,nvc
4134,2009/11/22,,62nullnull,1nullnull,106nullnull,,,nullnullnull,,,,134.708nullnull,,,,,,,,novacoin,nvc
