,date,block_size,sent_addresses,av_transaction_size,confirmation_time,top_100_percent,median_transaction_size,av_transaction_value,median_transaction_value,hashrate,mining_profitability,tweets,active_addresses,transactions,difficulty,market_cap,google_trends,fee_reward,send_usd,full_name,coin
0,2016/10/28,379.573,871,,,,,6984,,184242,,,,1036,3084,12731880,,,7235622,zcash,zec
1,2016/10/29,2216,7482,,,,,1629,,1659610,,,,5974,28789,2734644,,,9734413,zcash,zec
2,2016/10/30,3759,11279,,,,,490.979,341.745,2729573,,,,7784,49127,1042296,,,3821783,zcash,zec
3,2016/10/31,4179,11499,,,,,940.519,548.398,2909904,,,,6416,52373,1367433,,,6034369,zcash,zec
4,2016/11/01,4781,13260,,,,,1660,null,4031102,379.447,,,6169,73176,4395468,,,10237835,zcash,zec
5,2016/11/02,5627,16403,,,,,1128,892.419,4791615,257.733,,,7494,88351,4199354,,,8452532,zcash,zec
6,2016/11/03,6131,17145,,,,,1224,782.641,5569321,230.647,,,7416,102690,5008837,,,9080384,zcash,zec
7,2016/11/04,6978,18327,,,,,715.046,614.72,6969051,168.273,,,7794,125430,5060896,,,5573070,zcash,zec
8,2016/11/05,7802,15653,,,,,415.667,143.179,8995731,107.076,,,4504,163863,4696771,,,1872165,zcash,zec
9,2016/11/06,8446,15025,,,,,381.923,31.744,9863857,87.024,,,3756,182194,4650418,,,1434503,zcash,zec
10,2016/11/07,8563,15454,,,,,609.035,114.832,8979137,70.683,,,4308,163844,3720352,,,2623724,zcash,zec
11,2016/11/08,7268,13780,,,,,258.308,55.282,9047845,56.516,,,3595,167122,3279489,,,928618,zcash,zec
12,2016/11/09,7828,13500,,,,,442.861,66.795,9412243,71.428,,,3422,175699,4694899,,,1515472,zcash,zec
13,2016/11/10,6823,13375,,,,,466.381,92.301,11631666,56.277,,,3011,213353,4823870,,,1404275,zcash,zec
14,2016/11/11,8235,13781,,,,,315.708,76.658,12529935,49.032,,,3051,225900,4760009,,,963225,zcash,zec
15,2016/11/12,13701,12977,,,,,298.501,81.367,13491758,38.183,,,3010,250963,4376454,,,898489,zcash,zec
16,2016/11/13,20412,12778,,,,,239.224,109.024,12394654,35.683,,,3169,225000,3886361,,,758101,zcash,zec
17,2016/11/14,14427,12630,,,,,256.72,102.352,16849126,22.927,,,3277,307449,3604983,,,841271,zcash,zec
18,2016/11/15,14535,12269,,,,,233.131,79.104,18175518,24.196,,,3092,326567,4257081,,,720840,zcash,zec
19,2016/11/16,27767,12047,,,,,318.057,143.782,22389229,18.757,,,2986,421672,4463769,,,949717,zcash,zec
20,2016/11/17,83006,12045,,,,,225.972,181.406,23593046,17.054,,,3816,421751,4264908,,,862311,zcash,zec
21,2016/11/18,87181,11484,,,,,234.335,173.727,21852127,15.851,,,3648,410823,4028374,,,854855,zcash,zec
22,2016/11/19,65959,11140,,,,,186.806,153.207,22845474,13.657,,,3502,418313,3693873,,,654195,zcash,zec
23,2016/11/20,48155,10248,,,,,181.332,142.902,27046340,11.272,,,3194,499570,3796318,,,579174,zcash,zec
24,2016/11/21,9970,9107,,,,,161.517,41.304,24606760,11.873,,,2646,446686,3718996,,,427373,zcash,zec
25,2016/11/22,10260,9443,,,,,190.279,41.659,24202049,12.558,,,2579,451780,4131099,,,490730,zcash,zec
26,2016/11/23,11049,10361,,,,,255.731,46.937,27452070,13.63,,,2791,496627,5117067,,,713745,zcash,zec
27,2016/11/24,11910,11109,,,,,278.805,85.255,34632241,13.925,,,3158,621194,6781387,,,880466,zcash,zec
28,2016/11/25,13171,13523,,,,,446.547,103.652,39641684,14.246,,,2890,739993,8537767,,,1290521,zcash,zec
29,2016/11/26,11805,11254,,,,,294.695,98.102,39832770,12.543,,,2770,738333,7751305,,,816305,zcash,zec
30,2016/11/27,31393,11049,,,,,252.849,122.241,39167783,11.832,,,3075,720938,7370378,,,777510,zcash,zec
31,2016/11/28,10640,11576,,,,,268.136,84.518,42248519,10.704,,,2575,765618,7310491,,,690450,zcash,zec
32,2016/11/29,31033,11021,,,,,286.225,177.505,42605944,11.127,,,2871,780138,7977446,,,821752,zcash,zec
33,2016/11/30,11689,12850,,,,,315.217,109.789,43881140,10.77,,,2456,820583,8356168,,,774174,zcash,zec
34,2016/12/01,12568,13290,,,,,338.184,118.251,44997609,10.366,,,2547,815437,8249411,,,861355,zcash,zec
35,2016/12/02,13025,13576,,,,,345.575,135.286,49088300,8.82,,,2627,913101,8254583,,,907826,zcash,zec
36,2016/12/03,50106,13273,,,,,252.188,213.742,48515669,8.668,,,2921,892999,8352686,,,736641,zcash,zec
37,2016/12/04,11722,13206,,,,,286.429,129.863,47670835,8.809,,,2318,874397,8733249,,,663943,zcash,zec
38,2016/12/05,28653,13488,,,,,416.975,193.444,48418395,8.075,,,2765,900640,8636356,,,1152936,zcash,zec
39,2016/12/06,24710,12983,,,,,311.086,191.971,44877784,8.052,,,2663,813265,8137594,,,828422,zcash,zec
40,2016/12/07,11482,13131,,,,,256.288,75.553,49133926,7.36,,,2489,910737,8691276,,,637900,zcash,zec
41,2016/12/08,11291,13156,,,,,254.147,98.245,51731645,7.532,,,2372,945593,9624742,,,602837,zcash,zec
42,2016/12/09,11374,12939,,,,,242.869,97.564,50848617,7.084,,,2267,944180,9399125,,,550584,zcash,zec
43,2016/12/10,11090,12664,,,,,227.069,93.939,50541972,6.97,,,2217,925451,9416506,,,503412,zcash,zec
44,2016/12/11,19586,12811,,,,,341.857,139.788,50530107,6.852,,,2282,934973,9699500,,,780117,zcash,zec
45,2016/12/12,10158,12844,,,,,263.548,98.506,50684740,6.876,,,2191,934555,10076871,,,577434,zcash,zec
46,2016/12/13,11469,13059,,,,,256.529,103.255,49135757,7.068,,,2356,899703,10318823,,,604383,zcash,zec
47,2016/12/14,11246,12805,,,,,553.58,183.301,52347332,6.122,,,2380,963527,9893409,,,1317522,zcash,zec
48,2016/12/15,10476,12768,,,,,295.841,98.062,48225178,6.204,,,2317,895466,9617102,,,685464,zcash,zec
49,2016/12/16,10512,12053,,,,,249.693,121.47,48619658,5.882,,,2126,901205,9462426,,,530848,zcash,zec
50,2016/12/17,9729,11557,,,,,249.735,81.994,46164441,5.765,,,2129,848241,8995330,,,531686,zcash,zec
51,2016/12/18,9282,9195,,,,,247.018,113.078,46090078,5.644,,,2007,845402,9036027,,,495764,zcash,zec
52,2016/12/19,14042,12022,,,,,331.617,125.997,46018985,5.317,,,2204,865163,8957139,,,730884,zcash,zec
53,2016/12/20,14002,12083,,,,,339.263,136.925,45391411,5.891,,,2449,823989,9718249,,,830856,zcash,zec
54,2016/12/21,13111,12284,,,,,329.308,156.572,47651476,5.442,,,2640,875565,9799941,,,869374,zcash,zec
55,2016/12/22,10944,12974,,,,,345.654,139.022,48723215,6.208,,,2508,875430,11478910,,,866901,zcash,zec
56,2016/12/23,10971,14015,,,,,366.243,153.314,56580796,6.598,,,2750,1036025,14811429,,,1007167,zcash,zec
57,2016/12/24,10912,13726,,,,,284.473,114.029,55360316,6.057,,,2266,1052033,14142364,,,644616,zcash,zec
58,2016/12/25,9682,12971,,,,,265.913,150.854,57791340,5.619,,,2133,1069330,13661591,,,567193,zcash,zec
59,2016/12/26,10343,13130,,,,,261.407,157.857,58245358,5.402,,,2105,1062814,13367196,,,550261,zcash,zec
60,2016/12/27,11198,12820,,,,,416.69,175.249,54604445,5.545,,,2315,1013919,13393243,,,964638,zcash,zec
61,2016/12/28,34140,13162,,,,,478.739,195.782,51726900,6.654,,,2859,937383,15199065,,,1368716,zcash,zec
62,2016/12/29,9134,13015,,,,,296.54,134.286,58025926,6.161,,,2293,1064334,16341158,,,679967,zcash,zec
63,2016/12/30,9523,12586,,,,,671.326,150.203,54095507,6.578,,,2251,1006241,16850364,,,1511154,zcash,zec
64,2016/12/31,10714,12758,,,,,317.64,207.201,54924523,6.302,,,2135,1010963,16563846,,,678161,zcash,zec
65,2017/01/01,9631,12466,,,,,296.141,145.141,56896067,6.031,,,2113,1047253,16763517,,,625746,zcash,zec
66,2017/01/02,9439,12876,,,,,258.368,61.298,55672541,6.225,,,2401,1031936,17397408,,,620342,zcash,zec
67,2017/01/03,11539,12707,,,,,1174,101.774,53211582,6.591,,,2319,977728,17801677,,,2721994,zcash,zec
68,2017/01/04,12343,12534,,,,,446.828,158.592,55663171,6.713,,,2418,1017457,19241288,,,1080431,zcash,zec
69,2017/01/05,16621,12479,,,,,476.287,122.691,58971317,6.187,,,2462,1091163,19383567,,,1172618,zcash,zec
70,2017/01/06,8809,12225,,,,,416.794,190.991,51202240,6.513,,,2191,959189,18271156,,,913195,zcash,zec
71,2017/01/07,9909,12294,,,,,508.486,139.483,56946419,5.819,,,2161,1031970,17895594,,,1098839,zcash,zec
72,2017/01/08,10194,12335,,,,,808.06,138.477,60729677,5.463,,,2120,1113927,18466832,,,1713087,zcash,zec
73,2017/01/09,11125,11964,,,,,597.521,91.757,54709942,5.938,,,2117,1012314,18564535,,,1264952,zcash,zec
74,2017/01/10,8981,12489,,,,,283.313,65.123,59334432,5.384,,,2098,1105641,18705782,,,594392,zcash,zec
75,2017/01/11,8974,11828,,,,,391.885,143.913,57351229,5.36,,,2045,1053791,18055913,,,801404,zcash,zec
76,2017/01/12,9892,12690,,,,,419.079,126.399,55832012,5.474,,,2241,1024093,18225474,,,939155,zcash,zec
77,2017/01/13,8910,12722,,,,,401.168,110.353,60918127,5.2,,,2150,1098284,18883743,,,862512,zcash,zec
78,2017/01/14,9031,12393,,,,,310.458,114.069,56740010,5.391,,,1944,1061046,19220385,,,603530,zcash,zec
79,2017/01/15,8977,12552,,,,,450.268,82.901,50822000,5.926,,,2014,971039,19636683,,,906841,zcash,zec
80,2017/01/16,9017,12954,,,,,390.344,73.214,58599753,5.5,,,2155,1052886,20084591,,,841191,zcash,zec
81,2017/01/17,10348,12606,,,,,535.703,130.373,60585664,5.21,,,2117,1117114,20499692,,,1134084,zcash,zec
82,2017/01/18,12912,12904,,,,,686.34,93.258,58636100,5.26,,,2193,1088781,20478783,,,1505144,zcash,zec
83,2017/01/19,14019,12515,,,,,927.927,146.095,61821224,5.047,,,2175,1135925,20812733,,,2018242,zcash,zec
84,2017/01/20,9907,12749,,,,,451.436,85.059,58158583,5.419,,,2285,1057571,21123310,,,1031531,zcash,zec
85,2017/01/21,13699,12585,,,,,516.985,107.482,58900310,5.291,,,2284,1087941,21526923,,,1180793,zcash,zec
86,2017/01/22,9126,12478,,,,,370.805,99.111,58824561,5.317,,,2119,1082749,21843104,,,785736,zcash,zec
87,2017/01/23,9902,12725,,,,,1115,160.14,61253379,4.902,,,2202,1153628,21755643,,,2455477,zcash,zec
88,2017/01/24,14473,12875,,,,,540.26,74.545,59292783,5.197,,,2394,1065338,21607754,,,1293382,zcash,zec
89,2017/01/25,8826,12591,,,,,350.099,42.006,59003984,4.89,,,2346,1095612,21196087,,,821332,zcash,zec
90,2017/01/26,9821,12638,,,,,383.058,43.355,55414531,5.091,,,2430,1028961,21010562,,,930832,zcash,zec
91,2017/01/27,9257,12297,,,,,412.407,100.534,55827303,4.928,,,2304,1032989,20691872,,,950186,zcash,zec
92,2017/01/28,8982,12008,,,,,394.285,70.874,60293033,4.529,,,2216,1113666,20773449,,,873735,zcash,zec
93,2017/01/29,8056,11883,,,,,420.004,48.137,55797293,4.965,,,2380,1025239,21244150,,,999609,zcash,zec
94,2017/01/30,8433,11927,,,,,259.111,38.758,52149632,5.334,,,2356,959888,21644458,,,610465,zcash,zec
95,2017/01/31,9911,11860,,,,,362.926,31.896,55622144,5.058,,,2372,1025594,22211102,,,860861,zcash,zec
96,2017/02/01,8653,12322,,,,,255.95,7.062,52500700,5.329,,,2633,973143,22483663,,,673916,zcash,zec
97,2017/02/02,10693,12140,,,,,365.411,56.902,52428383,5.32,,,2325,973513,22732371,,,849580,zcash,zec
98,2017/02/03,9815,11873,,,,,310.376,80.236,55766078,4.998,,,2269,1007120,22374517,,,704244,zcash,zec
99,2017/02/04,16999,11840,,,,,1815,208.55,54833049,4.939,,,2332,1023570,22739015,,,4232674,zcash,zec
100,2017/02/05,8855,11530,,,,,318.066,137.018,59261032,4.644,,,2056,1075764,22748102,,,653944,zcash,zec
101,2017/02/06,12541,11806,,,,,306.09,41.438,53718501,4.954,,,2340,987042,22531491,,,716251,zcash,zec
102,2017/02/07,29976,11998,,,,,454.649,98.478,51491901,4.973,,,3027,957811,22201476,,,1376224,zcash,zec
103,2017/02/08,45148,10927,,,,,257.525,105.188,50162426,5.016,,,2873,921702,21800725,,,739869,zcash,zec
104,2017/02/09,10170,11674,,,,,310.513,39.8,53410428,4.532,,,2405,984813,21288732,,,746783,zcash,zec
105,2017/02/10,9440,11480,,,,,288.133,42.487,55591696,4.14,,,2363,1032251,20616058,,,680858,zcash,zec
106,2017/02/11,8515,11152,,,,,265.645,88.396,51128830,4.656,,,2176,934574,21231784,,,578042,zcash,zec
107,2017/02/12,11094,11113,,,,,353.368,166.559,51618833,4.41,,,2090,961868,20922643,,,738539,zcash,zec
108,2017/02/13,10733,10962,,,,,337.668,122.788,54172402,4.106,,,2279,983390,20136548,,,769545,zcash,zec
109,2017/02/14,8941,10934,,,,,356.247,106.669,50152761,4.399,,,2059,931259,20652904,,,733512,zcash,zec
110,2017/02/15,8865,11105,,,,,288.938,136.782,52179151,4.45,,,2193,953773,21630897,,,633640,zcash,zec
111,2017/02/16,9660,10992,,,,,277.573,103.338,49657511,4.812,,,2144,915615,22690229,,,595116,zcash,zec
112,2017/02/17,9436,11065,,,,,258.424,116.279,54233900,4.305,,,2078,989616,22173372,,,537005,zcash,zec
113,2017/02/18,9903,10942,,,,,350.986,198.618,55654097,4.064,,,2113,1015531,21706103,,,741632,zcash,zec
114,2017/02/19,8399,10840,,,,,282.296,170.054,51583726,4.165,,,1990,969781,21463118,,,561770,zcash,zec
115,2017/02/20,9225,10815,,,,,299.855,140.162,56429550,3.903,,,2123,1029681,21571175,,,636592,zcash,zec
116,2017/02/21,9174,10523,,,,,294.557,114.115,51082926,4.263,,,2089,930510,21513160,,,615329,zcash,zec
117,2017/02/22,9698,11082,,,,,429.291,137.333,56615221,3.557,,,2338,1056838,20589381,,,1003681,zcash,zec
118,2017/02/23,13368,10760,,,,,577.081,136.988,49068761,3.934,,,2442,911130,19823787,,,1409232,zcash,zec
119,2017/02/24,12903,10912,,,,,617.17,156.388,49587676,4.42,,,2351,903273,22300033,,,1450966,zcash,zec
120,2017/02/25,12588,10609,,,,,584.473,148.6,52386977,4.013,,,2054,974460,22049198,,,1200508,zcash,zec
121,2017/02/26,12759,10825,,,,,567.865,134.872,52108696,4.064,,,2198,945928,21888540,,,1248166,zcash,zec
122,2017/02/27,13261,10926,,,,,537.397,159.515,54862861,4.14,,,2523,1013366,24114613,,,1355853,zcash,zec
123,2017/02/28,16334,11349,,,,,493.998,137.046,52142161,5.009,,,2654,961428,27941207,,,1311070,zcash,zec
124,2017/03/01,27626,12086,,,,,619.619,198.342,53322688,5.401,,,3151,967965,30621235,,,1952419,zcash,zec
125,2017/03/02,12811,11981,,,,,1016,238.91,51059603,5.614,,,2864,953131,31627923,,,2909611,zcash,zec
126,2017/03/03,11249,11267,,,,,837.256,229.52,51405935,5.568,,,2665,938014,31159472,,,2231286,zcash,zec
127,2017/03/04,9532,11227,,,,,600.365,293.58,52246840,5.726,,,2382,953358,32868911,,,1430070,zcash,zec
128,2017/03/05,10198,11153,,,,,411.276,127.223,49610216,5.584,,,2244,936016,31742904,,,922904,zcash,zec
129,2017/03/06,12588,11215,,,,,651.543,206.717,52390404,5.403,,,2473,955978,31652698,,,1611267,zcash,zec
130,2017/03/07,9744,10870,,,,,1501,291.773,53576585,5.247,,,2355,981017,31826452,,,3535292,zcash,zec
131,2017/03/08,11876,11193,,,,,472.829,271.032,53005806,4.915,,,2395,980782,30063541,,,1132426,zcash,zec
132,2017/03/09,9576,10984,,,,,696.667,238.591,52525949,4.927,,,2245,966814,29970398,,,1564017,zcash,zec
133,2017/03/10,13417,11220,,,,,630.479,281.801,54241289,4.859,,,2480,991466,30573604,,,1563587,zcash,zec
134,2017/03/11,17920,11419,,,,,819.154,250.131,54571486,4.934,,,2638,994056,31393984,,,2160928,zcash,zec
135,2017/03/12,24692,10942,,,,,661.922,253.139,51635100,5.301,,,2533,970747,33211586,,,1676647,zcash,zec
136,2017/03/13,12995,11969,,,,,1928,275.667,51086301,6.307,,,3086,930571,38201235,,,5948820,zcash,zec
137,2017/03/14,10873,11503,,,,,650.939,89.784,52802649,6.122,,,2961,968527,38914329,,,1927430,zcash,zec
138,2017/03/15,12216,11194,,,,,995.348,87.503,44757927,6.992,,,3046,839958,38857337,,,3031831,zcash,zec
139,2017/03/16,12102,11588,,,,,1126,280.573,44355411,7.639,,,3045,819284,41749974,,,3429450,zcash,zec
140,2017/03/17,12996,11567,,,,,1340,129.466,41026360,8.49,,,3541,757793,43262019,,,4746255,zcash,zec
141,2017/03/18,19408,13958,,,,,2553,361.901,48257341,9.009,,,5128,870024,53140794,,,13093139,zcash,zec
142,2017/03/19,21054,13806,,,,,2324,175.062,56685165,8.868,,,4376,1041553,63117148,,,10171413,zcash,zec
143,2017/03/20,16508,13121,,,,,2976,346.893,55905260,9.173,,,4153,1032620,65245153,,,12361141,zcash,zec
144,2017/03/21,12609,12282,,,,,1657,119.902,55602706,9.126,,,3638,1012841,64177055,,,6028915,zcash,zec
145,2017/03/22,12500,11896,,,,,1170,111.04,53980543,8.732,,,3382,1007657,61567706,,,3955702,zcash,zec
146,2017/03/23,10888,11571,,,,,830.315,107.95,54545385,8.917,,,3215,990161,62265975,,,2669462,zcash,zec
147,2017/03/24,12100,11856,,,,,2006,151.749,52059946,9.078,,,3521,973528,62796110,,,7063853,zcash,zec
148,2017/03/25,12622,11282,,,,,1103,124.136,50060374,9.316,,,3306,913461,60936214,,,3647543,zcash,zec
149,2017/03/26,11440,11398,,,,,759.216,91.03,50623076,8.886,,,3228,922133,59125656,,,2450748,zcash,zec
150,2017/03/27,11302,11224,,,,,936.169,84.105,48446790,8.73,,,3159,891732,56596637,,,2957357,zcash,zec
151,2017/03/28,12969,11606,,,,,1184,184.215,47490781,9.015,,,3633,886512,58529008,,,4301233,zcash,zec
152,2017/03/29,10783,11228,,,,,943.914,84.319,46729500,9.684,,,3089,866169,61880477,,,2915751,zcash,zec
153,2017/03/30,11194,11183,,,,,1028,82.528,47257983,9.809,,,3110,868335,63300703,,,3196589,zcash,zec
154,2017/03/31,15420,11826,,,,,1210,142.734,49039389,10.419,,,3769,896382,69915075,,,4561920,zcash,zec
155,2017/04/01,10672,10666,,,,,751.647,309.615,47646661,10.703,,,2574,869418,70175267,,,1934740,zcash,zec
156,2017/04/02,11734,11129,,,,,1141,338.84,50437600,9.351,,,2521,938199,66636128,,,2876789,zcash,zec
157,2017/04/03,11547,10121,,,,,2135,273.854,49792946,9.328,,,2655,916510,65397167,,,5668672,zcash,zec
158,2017/04/04,11700,11105,,,,,1678,254.995,47750121,9.601,,,2465,869801,64339138,,,4135713,zcash,zec
159,2017/04/05,10876,11193,,,,,1138,203.284,49491385,8.71,,,2461,922225,62318008,,,2801203,zcash,zec
160,2017/04/06,10188,11365,,,,,1457,272.072,48739997,8.596,,,2663,880231,59118990,,,3880104,zcash,zec
161,2017/04/07,12941,11415,,,,,995.973,289.321,46028580,8.939,,,2555,857699,60320454,,,2544711,zcash,zec
162,2017/04/08,11442,11915,,,,,1067,307.101,52784276,8.555,,,2797,953269,64611991,,,2985033,zcash,zec
163,2017/04/09,12711,11887,,,,,1316,331.398,57164879,8.346,,,3106,1044906,69570381,,,4087579,zcash,zec
164,2017/04/10,13811,12039,,,,,950.689,318.242,56461212,8.288,,,3063,1048397,69780373,,,2911959,zcash,zec
165,2017/04/11,14391,11518,,,,,2173,332.095,54558474,8.435,,,2659,997264,68016554,,,5779070,zcash,zec
166,2017/04/12,14549,11773,,,,,1296,301.27,57320332,7.741,,,2563,1060615,66830897,,,3322287,zcash,zec
167,2017/04/13,13531,11725,,,,,968.332,255.252,53303065,8.463,,,2658,986282,68393466,,,2573825,zcash,zec
168,2017/04/14,11467,11794,,,,,2156,333.112,54839443,8.761,,,2775,1007639,72815015,,,5981689,zcash,zec
169,2017/04/15,11870,12194,,,,,1348,435.561,59038117,8.912,,,3129,1081020,79989344,,,4218897,zcash,zec
170,2017/04/16,13066,11896,,,,,1092,317.168,59519972,8.758,,,2739,1086072,79502884,,,2989789,zcash,zec
171,2017/04/17,39048,11883,,,,,1594,292.073,60144862,8.345,,,2938,1114834,78256437,,,4682431,zcash,zec
172,2017/04/18,11496,12156,,,,,1284,296.657,64074930,7.975,,,2670,1173247,79215669,,,3429164,zcash,zec
173,2017/04/19,13502,12092,,,,,1115,351.233,60176085,8.452,,,2593,1113456,80182191,,,2892258,zcash,zec
174,2017/04/20,12057,12176,,,,,1522,483.287,59521554,8.212,,,2810,1105223,77819322,,,4278116,zcash,zec
175,2017/04/21,11398,12126,,,,,1315,536.566,61559969,8.156,,,2738,1111756,78246448,,,3600486,zcash,zec
176,2017/04/22,10053,11980,,,,,1378,541.984,58969689,8.411,,,2625,1085420,79282579,,,3616712,zcash,zec
177,2017/04/23,11267,12284,,,,,1253,411.777,59384257,8.165,,,2641,1106569,78948973,,,3309095,zcash,zec
178,2017/04/24,11417,12679,,,,,1431,434.723,62961462,8.085,,,2779,1123598,79881178,,,3976349,zcash,zec
179,2017/04/25,13078,9610,,,,,1607,427.578,61064057,7.882,,,2598,1152120,80340256,,,4173816,zcash,zec
180,2017/04/26,12366,12892,,,,,1880,475.096,64748900,8.169,,,2903,1171353,85184345,,,5457291,zcash,zec
181,2017/04/27,13289,12712,,,,,2183,415.696,60648983,8.899,,,2977,1116330,88978521,,,6500041,zcash,zec
182,2017/04/28,12523,12981,,,,,3797,417.258,64213443,9.187,,,2846,1179880,97670548,,,10805483,zcash,zec
183,2017/04/29,14855,13393,,,,,3591,667.657,67689388,9.573,,,3018,1252476,108687483,,,10839089,zcash,zec
184,2017/04/30,142751,13332,,,,,1043,64.996,61619971,11.06,,,4948,1142176,115178032,,,5160514,zcash,zec
185,2017/05/01,548009,13575,,,,,1889,242.74,59323183,11.736,,,11630,1078749,116084727,,,21969985,zcash,zec
186,2017/05/02,579600,13723,,,,,2001,247.011,61235665,10.597,,,11514,1147149,112109882,,,23041454,zcash,zec
187,2017/05/03,687685,13652,,,,,1168,284.592,59590330,10.941,,,13356,1091132,110749579,,,15602804,zcash,zec
188,2017/05/04,378673,14059,,,,,2426,493.592,69475343,10.017,,,8903,1265540,118324833,,,21596738,zcash,zec
189,2017/05/05,76994,13592,,,,,3968,648.085,70175787,10.419,,,4156,1300765,127258242,,,16489735,zcash,zec
190,2017/05/06,42632,6180,,,,,2037,565.257,68481421,10.878,,,3312,1243141,127724754,,,6746982,zcash,zec
191,2017/05/07,13360,6371,,,,,2772,606.186,70297674,10.517,,,2893,1293928,129275549,,,8019907,zcash,zec
192,2017/05/08,10952,6579,,,,,4607,517.145,71204324,10.455,,,3148,1303790,130233526,,,14503526,zcash,zec
193,2017/05/09,15050,4982,,,,,3194,764.022,74655703,9.225,,,3400,1362257,120751803,,,10859801,zcash,zec
194,2017/05/10,16456,6778,,,,,2347,603.585,70104425,9.776,,,3008,1292627,122117798,,,7060132,zcash,zec
195,2017/05/11,14347,6751,,,,,6085,447.055,73073842,9.308,,,3182,1347379,121871546,,,19363464,zcash,zec
196,2017/05/12,13202,4458,,,,,4151,545.835,72923067,9.604,,,2995,1335261,125322072,,,12433513,zcash,zec
197,2017/05/13,10873,6172,,,,,1318,426.62,77849080,8.585,,,2512,1450644,122375704,,,3311892,zcash,zec
198,2017/05/14,10193,4340,,,,,1582,554.968,79866227,8.597,,,2550,1457334,123786171,,,4034758,zcash,zec
199,2017/05/15,13486,6795,,,,,2992,297.693,82764831,8.232,,,2942,1505018,123091416,,,8802379,zcash,zec
200,2017/05/16,10958,6559,,,,,1900,274.716,78471113,8.031,,,2757,1488534,119398647,,,5238388,zcash,zec
201,2017/05/17,10794,6784,,,,,2544,409.588,75934442,8.337,,,2864,1395246,116823092,,,7285034,zcash,zec
202,2017/05/18,11959,6542,,,,,3045,429.118,76676747,8.741,,,2894,1389519,122642167,,,8811738,zcash,zec
203,2017/05/19,11462,6727,,,,,5196,347.972,81557573,8.875,,,3097,1506441,135735508,,,16093526,zcash,zec
204,2017/05/20,12034,6594,,,,,4436,385.507,79936477,9.619,,,3019,1456097,142958415,,,13392978,zcash,zec
205,2017/05/21,11043,6716,,,,,3461,288.361,77399630,10.058,,,3086,1439725,148581478,,,10679869,zcash,zec
206,2017/05/22,20500,9174,,,,,6008,548.942,83893983,14.457,,,5313,1520308,226725409,,,31920731,zcash,zec
207,2017/05/23,15456,9879,,,,,9655,903.654,96326271,18.079,,,5418,1757684,329560321,,,52313193,zcash,zec
208,2017/05/24,14381,8242,,,,,6911,480.641,102193893,17.825,,,4043,1887612,350761681,,,27940391,zcash,zec
209,2017/05/25,11828,8421,,,,,6537,513.197,102749934,16.578,,,4110,1855635,322404745,,,26866689,zcash,zec
210,2017/05/26,13233,8189,,,,,4260,545.777,105317784,14.8,,,3868,1972955,307579104,,,16478623,zcash,zec
211,2017/05/27,12779,8137,,,,,4942,602.513,113247593,11.35,,,3599,2077232,249608298,,,17785127,zcash,zec
212,2017/05/28,25102,7876,,,,,4189,398.167,107785647,13.064,,,3554,1970194,273913112,,,14887991,zcash,zec
213,2017/05/29,13540,8600,,,,,4973,525.854,113985632,12.311,,,3623,2101735,276772662,,,18015792,zcash,zec
214,2017/05/30,16299,9014,,,,,4966,453.814,115877086,13.787,,,3976,2144107,317801918,,,19743124,zcash,zec
215,2017/05/31,11982,8793,,,,,6020,664.783,112405573,14.919,,,3695,2068983,333509884,,,22244520,zcash,zec
216,2017/06/01,14461,9192,,,,,9349,937.464,117438958,14.743,,,3757,2192237,350947196,,,35122710,zcash,zec
217,2017/06/02,17602,8646,,,,,6563,534.324,106145730,16.76,,,3464,1933516,353657672,,,22735081,zcash,zec
218,2017/06/03,19519,8914,,,,,4347,467.106,114991560,14.6,,,3562,2109220,337747002,,,15483599,zcash,zec
219,2017/06/04,20258,9037,,,,,3794,468.442,111917102,15.253,,,3366,2024658,340419997,,,12769808,zcash,zec
220,2017/06/05,23644,10720,,,,,11960,734.679,118003893,15.1,,,4625,2179636,364539332,,,55313624,zcash,zec
221,2017/06/06,31250,9450,,,,,16417,580.168,117178078,15.415,,,4410,2171990,372582012,,,72397804,zcash,zec
222,2017/06/07,20760,9920,,,,,18949,875.056,126583436,15.561,,,4570,2293917,399273507,,,86597125,zcash,zec
223,2017/06/08,25297,9598,,,,,25186,763.15,131140261,14.803,,,4497,2426526,403653786,,,113259735,zcash,zec
224,2017/06/09,16309,9298,,,,,10318,434.322,139329987,14.166,,,3700,2546787,407490460,,,38175140,zcash,zec
225,2017/06/10,18793,10214,,,,,12689,490.051,124772842,16.907,,,4434,2288632,439153646,,,56265051,zcash,zec
226,2017/06/11,24375,10708,,,,,8454,346.292,138286243,16.475,,,4782,2567760,482354829,,,40425572,zcash,zec
227,2017/06/12,25554,10912,,,,,7293,319.223,137397377,16.617,,,4725,2507116,477310681,,,34458343,zcash,zec
228,2017/06/13,21222,11509,,,,,12634,384.6,131550283,18.34,,,5240,2425602,512103953,,,66199869,zcash,zec
229,2017/06/14,24591,13300,,,,,16742,418.767,145560422,19.664,,,7049,2651481,603038121,,,118013091,zcash,zec
230,2017/06/15,24321,11960,,,,,8502,355.006,148395799,17.198,,,5688,2721934,543997972,,,48357274,zcash,zec
231,2017/06/16,20294,12208,,,,,10783,305.069,147015796,18.595,,,5735,2739500,594745727,,,61839891,zcash,zec
