,date,send_usd,median_transaction_value,difficulty,transactions,top_100_percent,active_addresses,market_cap,hashrate,av_transaction_size,median_transaction_size,sent_addresses,confirmation_time,av_transaction_value,block_size,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
163,2010/12/27,23612nullnull,,14484nullnull,360nullnull,,1140nullnull,1284582nullnull,,,,628nullnull,,44.89nullnull,1025nullnull,,,,,batcoin,batcoin
164,2010/12/28,15401nullnull,,14484nullnull,492nullnull,,1030nullnull,1356546nullnull,,,,789nullnull,,23.299nullnull,1033nullnull,,,,,batcoin,batcoin
165,2010/12/29,31647nullnull,,14484nullnull,348nullnull,,990nullnull,1426287nullnull,,,,623nullnull,,61.691nullnull,899.552nullnull,,,,,batcoin,batcoin
166,2010/12/30,19089nullnull,,14484nullnull,424nullnull,,1091nullnull,1478682nullnull,,,,718nullnull,,32.191nullnull,971.817nullnull,,,,,batcoin,batcoin
167,2010/12/31,17825nullnull,,14484nullnull,393nullnull,,898nullnull,1503735nullnull,,,,668nullnull,,32.117nullnull,870.284nullnull,,,,,batcoin,batcoin
168,2011/01/01,16353nullnull,,14484nullnull,478nullnull,,1077nullnull,1486083nullnull,,,,823nullnull,,24.815nullnull,1029nullnull,,,,,batcoin,batcoin
169,2011/01/02,13843nullnull,,14484nullnull,394nullnull,,1051nullnull,1495199nullnull,,,,685nullnull,,24.328nullnull,942.686nullnull,,,,,batcoin,batcoin
170,2011/01/03,19774nullnull,,15910nullnull,972nullnull,,1398nullnull,1473717nullnull,,,,956nullnull,,17.53nullnull,2401nullnull,,,,,batcoin,batcoin
171,2011/01/04,11956nullnull,,16307nullnull,838nullnull,,1078nullnull,1501129nullnull,,,,845nullnull,,12.212nullnull,1697nullnull,,,,,batcoin,batcoin
172,2011/01/05,14555nullnull,,16307nullnull,1156nullnull,,1540nullnull,1488066nullnull,,,,1035nullnull,,11.111nullnull,2377nullnull,,,,,batcoin,batcoin
173,2011/01/06,9547nullnull,,16307nullnull,553nullnull,,1161nullnull,1510679nullnull,,,,775nullnull,,13.757nullnull,1461nullnull,,,,,batcoin,batcoin
174,2011/01/07,17459nullnull,,16307nullnull,856nullnull,,1254nullnull,1564730nullnull,,,,935nullnull,,17.117nullnull,1596nullnull,,,,,batcoin,batcoin
175,2011/01/08,18640nullnull,,16307nullnull,1266nullnull,,1473nullnull,1604317nullnull,,,,1199nullnull,,12.98nullnull,2198nullnull,,,,,batcoin,batcoin
176,2011/01/09,12364nullnull,,16307nullnull,1060nullnull,,1383nullnull,1642113nullnull,,,,1069nullnull,,10.109nullnull,2063nullnull,,,,,batcoin,batcoin
177,2011/01/10,26678nullnull,,16307nullnull,1150nullnull,,1437nullnull,1653887nullnull,,,,1126nullnull,,20.334nullnull,2207nullnull,,,,,batcoin,batcoin
178,2011/01/11,34068nullnull,,16307nullnull,1190nullnull,,1552nullnull,1665903nullnull,,,,1174nullnull,,25.013nullnull,2225nullnull,,,,,batcoin,batcoin
179,2011/01/12,19094nullnull,,16307nullnull,995nullnull,,1263nullnull,1648580nullnull,,,,974nullnull,,16.432nullnull,1839nullnull,,,,,batcoin,batcoin
180,2011/01/13,38168nullnull,,16307nullnull,1078nullnull,,1696nullnull,1628193nullnull,,,,1083nullnull,,30.148nullnull,1939nullnull,,,,,batcoin,batcoin
181,2011/01/14,30593nullnull,,16307nullnull,1081nullnull,,1607nullnull,1839657nullnull,,,,1041nullnull,,24.242nullnull,1966nullnull,,,,,batcoin,batcoin
182,2011/01/15,22421nullnull,,17203nullnull,805nullnull,,1422nullnull,2018566nullnull,,,,1107nullnull,,23.307nullnull,1836nullnull,,,,,batcoin,batcoin
183,2011/01/16,25484nullnull,,18438nullnull,757nullnull,,1536nullnull,2022140nullnull,,,,1130nullnull,,27.373nullnull,1609nullnull,,,,,batcoin,batcoin
184,2011/01/17,21484nullnull,,18438nullnull,649nullnull,,1348nullnull,1896996nullnull,,,,1025nullnull,,25.884nullnull,1254nullnull,,,,,batcoin,batcoin
185,2011/01/18,34742nullnull,,18438nullnull,677nullnull,,1416nullnull,1709854nullnull,,,,1054nullnull,,42.472nullnull,1766nullnull,,,,,batcoin,batcoin
186,2011/01/19,18718nullnull,,18438nullnull,748nullnull,,1545nullnull,1617830nullnull,,,,1157nullnull,,20.413nullnull,1613nullnull,,,,,batcoin,batcoin
187,2011/01/20,18331nullnull,,18438nullnull,738nullnull,,1453nullnull,1819830nullnull,,,,1137nullnull,,19.839nullnull,1341nullnull,,,,,batcoin,batcoin
188,2011/01/21,24690nullnull,,18438nullnull,992nullnull,,1969nullnull,2100121nullnull,,,,1411nullnull,,21.175nullnull,2105nullnull,,,,,batcoin,batcoin
189,2011/01/22,29762nullnull,,18438nullnull,1257nullnull,,2196nullnull,2219215nullnull,,,,1594nullnull,,20.93nullnull,3070nullnull,,,,,batcoin,batcoin
190,2011/01/23,35521nullnull,,18438nullnull,911nullnull,,1932nullnull,2307038nullnull,,,,1318nullnull,,32.859nullnull,2135nullnull,,,,,batcoin,batcoin
191,2011/01/24,29656nullnull,,18438nullnull,1131nullnull,,2058nullnull,2247218nullnull,,,,1585nullnull,,22.483nullnull,2231nullnull,,,,,batcoin,batcoin
192,2011/01/25,22662nullnull,,18438nullnull,733nullnull,,1445nullnull,2166682nullnull,,,,1075nullnull,,25.492nullnull,1574nullnull,,,,,batcoin,batcoin
193,2011/01/26,27199nullnull,,18438nullnull,825nullnull,,1586nullnull,2165552nullnull,,,,1171nullnull,,27.064nullnull,1606nullnull,,,,,batcoin,batcoin
194,2011/01/27,429974nullnull,,20538nullnull,681nullnull,,1653nullnull,2175749nullnull,,,,1058nullnull,,511.265nullnull,1786nullnull,,,,,batcoin,batcoin
195,2011/01/28,19988nullnull,,22012nullnull,923nullnull,,1690nullnull,2277703nullnull,,,,1339nullnull,,18.491nullnull,2015nullnull,,,,,batcoin,batcoin
196,2011/01/29,29887nullnull,,22012nullnull,1186nullnull,,2077nullnull,2322378nullnull,,,,1615nullnull,,22.188nullnull,2931nullnull,,,,,batcoin,batcoin
197,2011/01/30,180538nullnull,,22012nullnull,2436nullnull,,3198nullnull,2433551nullnull,,,,2802nullnull,,69.652nullnull,6347nullnull,,,,,batcoin,batcoin
198,2011/01/31,94612nullnull,,22012nullnull,1223nullnull,,2229nullnull,2634576nullnull,,,,1672nullnull,,67.919nullnull,2956nullnull,,,,,batcoin,batcoin
199,2011/02/01,75925nullnull,,22012nullnull,849nullnull,,1916nullnull,3306594nullnull,,,,1266nullnull,,74.951nullnull,2500nullnull,,,,,batcoin,batcoin
200,2011/02/02,81155nullnull,,22012nullnull,738nullnull,,1490nullnull,3769488nullnull,,,,1076nullnull,,90.574nullnull,1813nullnull,,,,,batcoin,batcoin
201,2011/02/03,46402nullnull,,22012nullnull,629nullnull,,1266nullnull,3737529nullnull,,,,953nullnull,,58.811nullnull,1442nullnull,,,,,batcoin,batcoin
202,2011/02/04,40686nullnull,,22012nullnull,760nullnull,,1509nullnull,4059217nullnull,,,,1122nullnull,,42.648nullnull,1444nullnull,,,,,batcoin,batcoin
203,2011/02/05,61231nullnull,,22012nullnull,653nullnull,,1525nullnull,4672256nullnull,,,,1009nullnull,,73.595nullnull,1483nullnull,,,,,batcoin,batcoin
204,2011/02/06,70806nullnull,,22012nullnull,732nullnull,,1393nullnull,4841577nullnull,,,,1057nullnull,,77.894nullnull,1675nullnull,,,,,batcoin,batcoin
205,2011/02/07,138493nullnull,,22012nullnull,689nullnull,,1398nullnull,4769676nullnull,,,,1046nullnull,,155.261nullnull,1240nullnull,,,,,batcoin,batcoin
206,2011/02/08,60278nullnull,,25002nullnull,678nullnull,,1427nullnull,4827676nullnull,,,,1038nullnull,,71.25nullnull,1484nullnull,,,,,batcoin,batcoin
207,2011/02/09,127867nullnull,,25998nullnull,1035nullnull,,2088nullnull,5335378nullnull,,,,1588nullnull,,104.211nullnull,1861nullnull,,,,,batcoin,batcoin
208,2011/02/10,223847nullnull,,25998nullnull,1848nullnull,,3549nullnull,5519931nullnull,,,,2625nullnull,,110.053nullnull,3598nullnull,,,,,batcoin,batcoin
209,2011/02/11,258210nullnull,,25998nullnull,2169nullnull,,4310nullnull,5501868nullnull,,,,2964nullnull,,109.643nullnull,3763nullnull,,,,,batcoin,batcoin
210,2011/02/12,137631nullnull,,25998nullnull,1716nullnull,,3300nullnull,5618644nullnull,,,,2455nullnull,,71.983nullnull,2978nullnull,,,,,batcoin,batcoin
211,2011/02/13,109491nullnull,,25998nullnull,1624nullnull,,3266nullnull,5659050nullnull,,,,2311nullnull,,60.094nullnull,2663nullnull,,,,,batcoin,batcoin
212,2011/02/14,137336nullnull,,25998nullnull,1810nullnull,,4117nullnull,5693466nullnull,,,,2516nullnull,,68.463nullnull,3688nullnull,,,,,batcoin,batcoin
213,2011/02/15,96622nullnull,,25998nullnull,1999nullnull,,3410nullnull,5690289nullnull,,,,2681nullnull,,43.445nullnull,2882nullnull,,,,,batcoin,batcoin
214,2011/02/16,64360nullnull,,25998nullnull,1858nullnull,,2982nullnull,5675041nullnull,,,,2407nullnull,,30.794nullnull,2511nullnull,,,,,batcoin,batcoin
215,2011/02/17,97614nullnull,,25998nullnull,2019nullnull,,3492nullnull,5660045nullnull,,,,2753nullnull,,43.384nullnull,2839nullnull,,,,,batcoin,batcoin
216,2011/02/18,114283nullnull,,34091nullnull,1844nullnull,,3608nullnull,5250148nullnull,,,,2640nullnull,,55.585nullnull,3227nullnull,,,,,batcoin,batcoin
217,2011/02/19,158511nullnull,,36460nullnull,1422nullnull,,2892nullnull,4869726nullnull,,,,2030nullnull,,100.133nullnull,3009nullnull,,,,,batcoin,batcoin
218,2011/02/20,194114nullnull,,36460nullnull,1741nullnull,,3177nullnull,4910766nullnull,,,,2441nullnull,,100.11nullnull,2795nullnull,,,,,batcoin,batcoin
219,2011/02/21,190976nullnull,,36460nullnull,1776nullnull,,3291nullnull,4555463nullnull,,,,2522nullnull,,96.942nullnull,2800nullnull,,,,,batcoin,batcoin
220,2011/02/22,298803nullnull,,36460nullnull,1985nullnull,,3781nullnull,4712656nullnull,,,,2803nullnull,,136.067nullnull,3133nullnull,,,,,batcoin,batcoin
221,2011/02/23,325391nullnull,,36460nullnull,2020nullnull,,3798nullnull,4968106nullnull,,,,2905nullnull,,143.787nullnull,2778nullnull,,,,,batcoin,batcoin
222,2011/02/24,212194nullnull,,36460nullnull,1902nullnull,,3676nullnull,5326925nullnull,,,,2747nullnull,,100.613nullnull,3118nullnull,,,,,batcoin,batcoin
223,2011/02/25,165205nullnull,,36460nullnull,1835nullnull,,3416nullnull,5184453nullnull,,,,2598nullnull,,80.197nullnull,2723nullnull,,,,,batcoin,batcoin
224,2011/02/26,154188nullnull,,36460nullnull,1676nullnull,,3581nullnull,5161893nullnull,,,,2432nullnull,,78.99nullnull,2153nullnull,,,,,batcoin,batcoin
225,2011/02/27,175315nullnull,,44849nullnull,2025nullnull,,3633nullnull,5116373nullnull,,,,2762nullnull,,77.265nullnull,2862nullnull,,,,,batcoin,batcoin
226,2011/02/28,109279nullnull,,55590nullnull,1570nullnull,,3028nullnull,4855975nullnull,,,,2196nullnull,,63.534nullnull,3671nullnull,,,,,batcoin,batcoin
227,2011/03/01,919800nullnull,,55590nullnull,2599nullnull,,5194nullnull,4946502nullnull,,,,3621nullnull,,337.047nullnull,6694nullnull,,,,,batcoin,batcoin
228,2011/03/02,2265535nullnull,,55590nullnull,1841nullnull,,3728nullnull,5174268nullnull,,,,2574nullnull,,1128nullnull,3746nullnull,,,,,batcoin,batcoin
229,2011/03/03,211755nullnull,,55590nullnull,3018nullnull,,4894nullnull,5158902nullnull,,,,3930nullnull,,66.091nullnull,4971nullnull,,,,,batcoin,batcoin
230,2011/03/04,273911nullnull,,55590nullnull,1761nullnull,,3281nullnull,5053686nullnull,,,,2508nullnull,,138.2nullnull,3056nullnull,,,,,batcoin,batcoin
231,2011/03/05,116687nullnull,,55590nullnull,1771nullnull,,3610nullnull,5089695nullnull,,,,2622nullnull,,56.976nullnull,2956nullnull,,,,,batcoin,batcoin
232,2011/03/06,165587nullnull,,55590nullnull,1757nullnull,,3316nullnull,5072589nullnull,,,,2565nullnull,,81.53nullnull,2275nullnull,,,,,batcoin,batcoin
233,2011/03/07,181819nullnull,,55590nullnull,1715nullnull,,3409nullnull,4931343nullnull,,,,2531nullnull,,94.402nullnull,2935nullnull,,,,,batcoin,batcoin
234,2011/03/08,163376nullnull,,55590nullnull,2253nullnull,,3867nullnull,4940573nullnull,,,,3255nullnull,,66.957nullnull,4383nullnull,,,,,batcoin,batcoin
235,2011/03/09,209804nullnull,,62672nullnull,1674nullnull,,3384nullnull,4838241nullnull,,,,2661nullnull,,114.397nullnull,3875nullnull,,,,,batcoin,batcoin
236,2011/03/10,304305nullnull,,76193nullnull,1551nullnull,,2912nullnull,5075470nullnull,,,,2352nullnull,,183.206nullnull,4853nullnull,,,,,batcoin,batcoin
237,2011/03/11,219173nullnull,,76193nullnull,1754nullnull,,3048nullnull,5002993nullnull,,,,2406nullnull,,116.334nullnull,4738nullnull,,,,,batcoin,batcoin
238,2011/03/12,140696nullnull,,76193nullnull,2816nullnull,,3232nullnull,5087980nullnull,,,,2556nullnull,,47.597nullnull,6039nullnull,,,,,batcoin,batcoin
239,2011/03/13,183879nullnull,,76193nullnull,2594nullnull,,2893nullnull,5078690nullnull,,,,2329nullnull,,67.827nullnull,6715nullnull,,,,,batcoin,batcoin
240,2011/03/14,185576nullnull,,76193nullnull,2531nullnull,,2900nullnull,5069440nullnull,,,,2006nullnull,,70.214nullnull,7520nullnull,,,,,batcoin,batcoin
241,2011/03/15,107236nullnull,,76193nullnull,2742nullnull,,3299nullnull,5010595nullnull,,,,2686nullnull,,37.574nullnull,8164nullnull,,,,,batcoin,batcoin
242,2011/03/16,132686nullnull,,76193nullnull,3047nullnull,,3166nullnull,4904990nullnull,,,,2408nullnull,,41.686nullnull,6890nullnull,,,,,batcoin,batcoin
243,2011/03/17,134072nullnull,,76193nullnull,3226nullnull,,3225nullnull,4752721nullnull,,,,2617nullnull,,39.819nullnull,6614nullnull,,,,,batcoin,batcoin
244,2011/03/18,142237nullnull,,76193nullnull,2251nullnull,,3094nullnull,4747100nullnull,,,,2418nullnull,,59.99nullnull,6128nullnull,,,,,batcoin,batcoin
245,2011/03/19,91819nullnull,,76193nullnull,3074nullnull,,3176nullnull,4394547nullnull,,,,2620nullnull,,28.792nullnull,8004nullnull,,,,,batcoin,batcoin
246,2011/03/20,104617nullnull,,76193nullnull,3939nullnull,,4449nullnull,4299008nullnull,,,,3896nullnull,,25.667nullnull,10145nullnull,,,,,batcoin,batcoin
247,2011/03/21,115146nullnull,,76193nullnull,5707nullnull,,4652nullnull,4345436nullnull,,,,3632nullnull,,19.666nullnull,10663nullnull,,,,,batcoin,batcoin
248,2011/03/22,160483nullnull,,76193nullnull,2119nullnull,,3862nullnull,4487167nullnull,,,,3013nullnull,,71.708nullnull,5947nullnull,,,,,batcoin,batcoin
249,2011/03/23,211244nullnull,,76193nullnull,4413nullnull,,6864nullnull,4754613nullnull,,,,5127nullnull,,46.224nullnull,9125nullnull,,,,,batcoin,batcoin
250,2011/03/24,213882nullnull,,76193nullnull,2012nullnull,,4388nullnull,4873492nullnull,,,,3194nullnull,,98.837nullnull,5100nullnull,,,,,batcoin,batcoin
251,2011/03/25,249640nullnull,,69603nullnull,1826nullnull,,4170nullnull,5028655nullnull,,,,3078nullnull,,124.882nullnull,4239nullnull,,,,,batcoin,batcoin
252,2011/03/26,277568nullnull,,68978nullnull,3197nullnull,,4828nullnull,5002625nullnull,,,,3834nullnull,,83.229nullnull,8068nullnull,,,,,batcoin,batcoin
253,2011/03/27,119690nullnull,,68978nullnull,2320nullnull,,4772nullnull,4749491nullnull,,,,3825nullnull,,48.595nullnull,6579nullnull,,,,,batcoin,batcoin
254,2011/03/28,109689nullnull,,68978nullnull,2763nullnull,,5336nullnull,4668815nullnull,,,,3920nullnull,,37.424nullnull,6298nullnull,,,,,batcoin,batcoin
255,2011/03/29,87607nullnull,,68978nullnull,2555nullnull,,4653nullnull,4595963nullnull,,,,3709nullnull,,32.232nullnull,5578nullnull,,,,,batcoin,batcoin
256,2011/03/30,96657nullnull,,68978nullnull,1600nullnull,,3662nullnull,4575841nullnull,,,,2832nullnull,,55.044nullnull,4042nullnull,,,,,batcoin,batcoin
257,2011/03/31,108003nullnull,,68978nullnull,1894nullnull,,4159nullnull,4559162nullnull,,,,3324nullnull,,51.553nullnull,3856nullnull,,,,,batcoin,batcoin
258,2011/04/01,60861nullnull,,68978nullnull,1403nullnull,,3279nullnull,4494838nullnull,,,,2483nullnull,,38.544nullnull,3431nullnull,,,,,batcoin,batcoin
259,2011/04/02,73969nullnull,,68978nullnull,1592nullnull,,3304nullnull,4523679nullnull,,,,2705nullnull,,41.743nullnull,3464nullnull,,,,,batcoin,batcoin
260,2011/04/03,63538nullnull,,68978nullnull,1630nullnull,,3626nullnull,4542325nullnull,,,,2791nullnull,,35.201nullnull,3456nullnull,,,,,batcoin,batcoin
261,2011/04/04,104893nullnull,,68978nullnull,2131nullnull,,4621nullnull,4246099nullnull,,,,3469nullnull,,45.428nullnull,4554nullnull,,,,,batcoin,batcoin
262,2011/04/05,83943nullnull,,69942nullnull,1925nullnull,,4306nullnull,4086215nullnull,,,,3241nullnull,,39.615nullnull,3842nullnull,,,,,batcoin,batcoin
263,2011/04/06,63985nullnull,,82346nullnull,1716nullnull,,3867nullnull,4349403nullnull,,,,2932nullnull,,34.327nullnull,4426nullnull,,,,,batcoin,batcoin
264,2011/04/07,83067nullnull,,82346nullnull,1530nullnull,,3423nullnull,4396182nullnull,,,,2592nullnull,,49.533nullnull,4021nullnull,,,,,batcoin,batcoin
265,2011/04/08,96207nullnull,,82346nullnull,1601nullnull,,3649nullnull,4407240nullnull,,,,2737nullnull,,54.447nullnull,4064nullnull,,,,,batcoin,batcoin
266,2011/04/09,104781nullnull,,82346nullnull,1577nullnull,,3615nullnull,4343919nullnull,,,,2761nullnull,,60.462nullnull,3939nullnull,,,,,batcoin,batcoin
267,2011/04/10,63199nullnull,,82346nullnull,1571nullnull,,3513nullnull,4369999nullnull,,,,2684nullnull,,36.238nullnull,3786nullnull,,,,,batcoin,batcoin
268,2011/04/11,65522nullnull,,82346nullnull,1780nullnull,,4060nullnull,4435296nullnull,,,,2977nullnull,,33.722nullnull,4677nullnull,,,,,batcoin,batcoin
269,2011/04/12,113343nullnull,,82346nullnull,1914nullnull,,4330nullnull,4829904nullnull,,,,3149nullnull,,54.57nullnull,5537nullnull,,,,,batcoin,batcoin
270,2011/04/13,158633nullnull,,82346nullnull,2177nullnull,,4672nullnull,5261004nullnull,,,,3437nullnull,,66.905nullnull,4755nullnull,,,,,batcoin,batcoin
271,2011/04/14,141384nullnull,,82346nullnull,2721nullnull,,5966nullnull,5732314nullnull,,,,5011nullnull,,49.075nullnull,6229nullnull,,,,,batcoin,batcoin
272,2011/04/15,100576nullnull,,82346nullnull,1882nullnull,,4147nullnull,5890780nullnull,,,,3033nullnull,,49.839nullnull,7021nullnull,,,,,batcoin,batcoin
273,2011/04/16,349567nullnull,,82346nullnull,1981nullnull,,5369nullnull,6028217nullnull,,,,3144nullnull,,162.288nullnull,6083nullnull,,,,,batcoin,batcoin
274,2011/04/17,1404505nullnull,,82346nullnull,2077nullnull,,4349nullnull,6411878nullnull,,,,3412nullnull,,622.288nullnull,4530nullnull,,,,,batcoin,batcoin
275,2011/04/18,147692nullnull,,89442nullnull,2887nullnull,,5540nullnull,6839451nullnull,,,,4281nullnull,,48.663nullnull,7338nullnull,,,,,batcoin,batcoin
276,2011/04/19,3125312nullnull,,92348nullnull,3444nullnull,,6348nullnull,7023057nullnull,,,,4978nullnull,,868.625nullnull,8158nullnull,,,,,batcoin,batcoin
277,2011/04/20,5560180nullnull,,92348nullnull,2825nullnull,,5387nullnull,6923070nullnull,,,,4077nullnull,,1873nullnull,9021nullnull,,,,,batcoin,batcoin
278,2011/04/21,507729nullnull,,92348nullnull,1768nullnull,,4047nullnull,7017931nullnull,,,,3098nullnull,,265.133nullnull,4583nullnull,,,,,batcoin,batcoin
279,2011/04/22,206572nullnull,,92348nullnull,1921nullnull,,4248nullnull,7823965nullnull,,,,3211nullnull,,98.508nullnull,4342nullnull,,,,,batcoin,batcoin
280,2011/04/23,256686nullnull,,92348nullnull,2138nullnull,,4936nullnull,9248175nullnull,,,,3610nullnull,,111.119nullnull,5413nullnull,,,,,batcoin,batcoin
281,2011/04/24,174351nullnull,,92348nullnull,2111nullnull,,4657nullnull,10279533nullnull,,,,3418nullnull,,76.705nullnull,5720nullnull,,,,,batcoin,batcoin
282,2011/04/25,156199nullnull,,92348nullnull,2400nullnull,,5074nullnull,9570399nullnull,,,,3939nullnull,,60.262nullnull,5920nullnull,,,,,batcoin,batcoin
283,2011/04/26,300595nullnull,,92348nullnull,3260nullnull,,6147nullnull,10135612nullnull,,,,4857nullnull,,87.003nullnull,6437nullnull,,,,,batcoin,batcoin
284,2011/04/27,455633nullnull,,92348nullnull,4397nullnull,,7489nullnull,11079074nullnull,,,,6019nullnull,,99.483nullnull,10574nullnull,,,,,batcoin,batcoin
285,2011/04/28,304350nullnull,,92348nullnull,2871nullnull,,6221nullnull,12333888nullnull,,,,4688nullnull,,100.28nullnull,7457nullnull,,,,,batcoin,batcoin
286,2011/04/29,1976897nullnull,,92348nullnull,3334nullnull,,6747nullnull,15367056nullnull,,,,5267nullnull,,559.394nullnull,6671nullnull,,,,,batcoin,batcoin
287,2011/04/30,1299476nullnull,,107654nullnull,4284nullnull,,8157nullnull,19437951nullnull,,,,6467nullnull,,290.515nullnull,9515nullnull,,,,,batcoin,batcoin
288,2011/05/01,530334nullnull,,109670nullnull,3770nullnull,,7490nullnull,19783564nullnull,,,,5824nullnull,,134.296nullnull,9311nullnull,,,,,batcoin,batcoin
289,2011/05/02,376468nullnull,,109670nullnull,2898nullnull,,5987nullnull,19102213nullnull,,,,4614nullnull,,121.637nullnull,5718nullnull,,,,,batcoin,batcoin
290,2011/05/03,621172nullnull,,109670nullnull,2739nullnull,,6050nullnull,20078536nullnull,,,,4693nullnull,,211.643nullnull,6037nullnull,,,,,batcoin,batcoin
291,2011/05/04,962798nullnull,,109670nullnull,2603nullnull,,6372nullnull,20935716nullnull,,,,4737nullnull,,343.856nullnull,5889nullnull,,,,,batcoin,batcoin
292,2011/05/05,535019nullnull,,109670nullnull,3245nullnull,,7096nullnull,20522274nullnull,,,,5462nullnull,,154.451nullnull,6576nullnull,,,,,batcoin,batcoin
293,2011/05/06,952750nullnull,,109670nullnull,3072nullnull,,6852nullnull,20713926nullnull,,,,5451nullnull,,289.59nullnull,6067nullnull,,,,,batcoin,batcoin
294,2011/05/07,787158nullnull,,109670nullnull,3673nullnull,,7278nullnull,21686760nullnull,,,,5806nullnull,,202.51nullnull,6313nullnull,,,,,batcoin,batcoin
295,2011/05/08,1989065nullnull,,109670nullnull,2679nullnull,,6400nullnull,22998889nullnull,,,,4829nullnull,,686.358nullnull,5293nullnull,,,,,batcoin,batcoin
