,date,sent_addresses,difficulty,av_transaction_value,median_transaction_value,av_transaction_size,transactions,mining_profitability,send_usd,market_cap,active_addresses,confirmation_time,block_size,median_transaction_size,tweets,top_100_percent,hashrate,google_trends,fee_reward,full_name,coin
196,2014/06/22,16006,899.112,158.06,3.634,,10457,956.777,1625932,27624210,,1.108,4706,,2345,,57826916951,0.682,,dogecoin,doge
197,2014/06/23,18376,930.684,454.91,3.929,,15365,872.348,6831588,26970291,,1.119,7696,,2806,,60330777444,0.65,,dogecoin,doge
198,2014/06/24,22099,923.442,346.779,1.839,,17650,851.819,6111897,25501425,,1.103,7665,,2781,,59851039515,0.662,,dogecoin,doge
199,2014/06/25,22058,893.969,129.459,2.347,,17637,773.394,2267311,22540842,,1.096,7159,,2923,,58864593680,0.644,,dogecoin,doge
200,2014/06/26,17976,917.967,258.621,3.44,,15742,736.324,4065960,23283554,,1.11,7831,,2724,,60205108524,0.478,,dogecoin,doge
201,2014/06/27,16518,924.423,250.13,2.464,,13891,769.925,3438923,24069902,,1.124,5937,,2631,,60101068374,0.665,,dogecoin,doge
202,2014/06/28,15885,918.87,180.699,2.753,,12793,758.435,2236493,23180370,,1.129,6012,,1651,,58789134104,0.716,,dogecoin,doge
203,2014/06/29,16637,915.765,79.606,4.031,,10708,724.905,821672,22336251,,1.141,5220,,1876,,58097002030,0.798,,dogecoin,doge
204,2014/06/30,17751,902.325,165.616,3.463,,13805,755.659,2215544,22069647,,1.108,6668,,2728,,57780563926,0.654,,dogecoin,doge
205,2014/07/01,16401,968.191,170.568,3.109,,12070,668.49,2006533,21776744,,1.103,5746,,2686,,63389138982,0.568,,dogecoin,doge
206,2014/07/02,16000,1003,172.407,4.642,,12764,599.787,2177126,19589111,,1.109,5945,,2709,,65261581785,0.696,,dogecoin,doge
207,2014/07/03,16373,926.156,204.855,3.076,,12457,582.206,2527761,18379572,,1.117,6245,,2165,,60087503046,0.609,,dogecoin,doge
208,2014/07/04,16713,1042,263.444,4.108,,12194,549.764,3188309,19890469,,1.135,5545,,2080,,67275906928,0.756,,dogecoin,doge
209,2014/07/05,14169,1091,141.044,3.115,,10196,508.965,1437128,18934912,,1.129,4672,,1788,,69720135199,0.552,,dogecoin,doge
210,2014/07/06,15243,1209,175.473,2.706,,11104,462.542,1937328,19883721,,1.121,4831,,2081,,77589707670,0.663,,dogecoin,doge
211,2014/07/07,16618,1193,122.74,2.047,,12224,464.306,1490974,19083106,,1.137,5724,,2993,,76614486852,0.55,,dogecoin,doge
212,2014/07/08,15651,1201,171.301,2.725,,11569,487.049,1979680,20800698,,1.158,5957,,3498,,74192249889,0.542,,dogecoin,doge
213,2014/07/09,16428,1437,594.321,3.54,,12216,468.835,7169096,23676681,,1.144,5834,,7428,,91089533987,0.564,,dogecoin,doge
214,2014/07/10,15515,1467,202.562,3.135,,11278,446.27,2243844,22818893,,1.166,5379,,7776,,92341657065,0.554,,dogecoin,doge
215,2014/07/11,14366,1437,114.136,3.155,,11447,468.37,1295700,23145042,,1.163,5883,,13365,,88743130681,0.608,,dogecoin,doge
216,2014/07/12,15142,1449,102.166,3.127,,11830,458.818,1173634,22975790,,1.183,6408,,2005,,88809314160,0.461,,dogecoin,doge
217,2014/07/13,16159,1385,108.623,4.447,,12080,486.196,1307188,23269478,,1.19,5703,,1901,,84035990167,0.465,,dogecoin,doge
218,2014/07/14,15993,1406,163.494,4.197,,12046,470.631,1969017,22247227,,1.195,5945,,2446,,84630297100,0.632,,dogecoin,doge
219,2014/07/15,16502,1179,141.822,3.217,,12534,468.333,1765291,21919217,,1.105,6377,,2585,,74284633880,0.626,,dogecoin,doge
220,2014/07/16,17034,718.103,133.19,1.959,,13733,424.085,1794181,20566162,,1.101,6761,,3157,,46974685530,0.649,,dogecoin,doge
221,2014/07/17,15935,731.469,111.942,3.164,,12870,407.567,1430761,21678787,,1.162,5581,,2681,,46625993669,0.57,,dogecoin,doge
222,2014/07/18,15401,721.63,135.848,2.016,,12762,445.405,1725751,21501760,,1.118,5492,,2374,,45650009551,0.455,,dogecoin,doge
223,2014/07/19,14036,742.65,250.657,4.492,,11930,403.653,2904738,20922504,,1.147,5065,,1698,,47406230712,0.566,,dogecoin,doge
224,2014/07/20,20044,720.111,98.5,7.311,,15971,417.708,1556749,20760374,,1.111,6127,,1686,,46044443996,0.603,,dogecoin,doge
225,2014/07/21,15885,746.372,102.77,5.403,,11766,392.752,1207212,20417914,,1.12,5661,,3106,,48185513009,0.568,,dogecoin,doge
226,2014/07/22,14811,708.302,173.513,4.896,,11420,391.1,1964880,19218928,,1.152,5274,,2031,,44870376495,0.529,,dogecoin,doge
227,2014/07/23,15877,682.089,119.906,6.574,,12641,400.462,1510210,19286205,,1.169,5887,,2748,,42401602803,0.425,,dogecoin,doge
228,2014/07/24,14999,678.996,112.929,2.15,,11590,412.451,1287845,18929577,,1.084,5739,,2569,,44022291279,0.524,,dogecoin,doge
229,2014/07/25,14415,705.698,58.314,4.17,,11956,367.913,694202,18571116,,1.148,5354,,2650,,45667642887,0.592,,dogecoin,doge
230,2014/07/26,12873,726.795,72.04,4.085,,9724,353.155,696617,18021423,,1.164,5429,,1698,,45680347143,0.495,,dogecoin,doge
231,2014/07/27,20183,738.167,56.154,7.098,,14777,364.726,824056,18692278,,1.152,5759,,1488,,45256676965,0.639,,dogecoin,doge
232,2014/07/28,13906,718.218,315.026,5.107,,10885,350.27,3420860,17694285,,1.205,5368,,2395,,44393016873,0.519,,dogecoin,doge
233,2014/07/29,11012,738.267,324.796,3.507,,8785,351.888,2845760,17884104,,1.156,4586,,1811,,45273097799,0.439,,dogecoin,doge
234,2014/07/30,13879,757.535,67.462,4.469,,11265,313.184,758170,17602863,,1.288,5644,,2356,,44931463153,0.427,,dogecoin,doge
235,2014/07/31,13071,769.6,100.856,3.494,,10048,338.95,1004734,17925642,,1.204,5049,,2204,,44597597491,0.552,,dogecoin,doge
236,2014/08/01,14750,764.704,76.178,2.929,,11376,329.722,863026,18277173,,1.251,5721,,1869,,45347421431,0.432,,dogecoin,doge
237,2014/08/02,13382,780.79,54.84,2.607,,10246,347.177,550999,18229389,,1.164,5469,,1398,,46065753460,0.563,,dogecoin,doge
238,2014/08/03,17756,785.722,103.462,4.657,,13762,313.339,1405868,17382926,,1.222,7191,,1432,,47710946955,0.562,,dogecoin,doge
239,2014/08/04,17371,794.343,125.394,2.777,,14290,316.339,1786696,17511162,,1.206,5963,,2159,,47036115799,0.399,,dogecoin,doge
240,2014/08/05,27373,770.561,209.774,0.0239,,21693,318.532,4531172,16637600,,1.142,7485,,2052,,47645059137,0.435,,dogecoin,doge
241,2014/08/06,14602,761.48,131.153,2.095,,14374,295.377,1865969,15682606,,1.158,6247,,2103,,48020772658,0.583,,dogecoin,doge
242,2014/08/07,14432,710.863,73.082,2.945,,13507,302.389,960368,15412859,,1.186,6160,,2320,,43478319345,0.486,,dogecoin,doge
243,2014/08/08,15280,738.85,45.337,2.416,,13952,294.994,626057,14874403,,1.166,5774,,2236,,45384144183,0.54,,dogecoin,doge
244,2014/08/09,16683,766.416,74.056,2.049,,16245,268.009,1179231,14747127,,1.177,6762,,1484,,47108976775,0.528,,dogecoin,doge
245,2014/08/10,19360,750.399,124.809,7.783,,22110,259.042,2530414,14456994,,1.201,7943,,1481,,45796441497,0.497,,dogecoin,doge
246,2014/08/11,17876,730.919,62.338,5.028,,17766,268.538,1101764,13234330,,1.193,8816,,2155,,44042636403,0.537,,dogecoin,doge
247,2014/08/12,20230,793.121,133.014,2.245,,20850,221.68,2753695,12830820,,1.198,9097,,2323,,47837308532,0.66,,dogecoin,doge
248,2014/08/13,16889,856.738,106.932,2.441,,19995,207.938,2094333,12708771,,1.187,8539,,2383,,51634498945,0.582,,dogecoin,doge
249,2014/08/14,16988,907.828,93.783,1.304,,20235,196.048,1771995,13068772,,1.199,8631,,2703,,54908206129,0.46,,dogecoin,doge
250,2014/08/15,15281,860.86,177.623,2.039,,18491,191.947,2937754,11301630,,1.167,10926,,2482,,52589678602,0.454,,dogecoin,doge
251,2014/08/16,15956,845.151,124.163,1.139,,19772,181.96,2389989,11492240,,1.197,9095,,1670,,51529227553,0.525,,dogecoin,doge
252,2014/08/17,19624,914.647,125.466,6.438,,24710,173.884,3057280,11225852,,1.214,9358,,1361,,55421263247,0.431,,dogecoin,doge
253,2014/08/18,16264,940.854,110.196,1.786,,17263,153.292,1886521,9616844,,1.188,8422,,2322,,56149510463,0.608,,dogecoin,doge
254,2014/08/19,18429,865.585,105.63,1.903,,20363,163.258,2131400,10030254,,1.191,8536,,2417,,52731042509,0.509,,dogecoin,doge
255,2014/08/20,17706,826.728,57.467,2.317,,19475,191.657,1066376,11289338,,1.186,8746,,2552,,49053251079,0.486,,dogecoin,doge
256,2014/08/21,20114,777.33,53.421,1.165,,20205,214.201,1068122,11851345,,1.157,8092,,2473,,48396036518,0.421,,dogecoin,doge
257,2014/08/22,14761,797.806,45.152,1.301,,15780,194.859,673349,11213306,,1.169,7513,,2246,,49752521558,0.445,,dogecoin,doge
258,2014/08/23,15140,812.962,28.175,2.632,,16189,189.347,453792,10927502,,1.136,6913,,1473,,50979622254,0.453,,dogecoin,doge
259,2014/08/24,19305,768.857,139.003,5.842,,24574,200.027,3232310,11200985,,1.119,8803,,1537,,49342217539,0.535,,dogecoin,doge
260,2014/08/25,16779,764.608,123.691,2.666,,17893,187.073,2180192,10498247,,1.182,7880,,2458,,48386327724,0.546,,dogecoin,doge
261,2014/08/26,17942,855.05,124.77,2.061,,19480,206.289,2377230,13222538,,1.174,10560,,2647,,52539005113,0.677,,dogecoin,doge
262,2014/08/27,17348,853.528,59.215,0.883,,18537,215.056,1089007,12723793,,1.156,8990,,1468,,51971236510,0.518,,dogecoin,doge
263,2014/08/28,16630,827.027,47.678,2.735,,17295,206.391,790754,12075854,,1.124,8355,,1331,,52482677467,0.558,,dogecoin,doge
264,2014/08/29,18114,828.24,33.824,1.094,,18387,190.545,618187,11529178,,1.159,9594,,1112,,52726608548,0.44,,dogecoin,doge
265,2014/08/30,14452,865.412,34.692,0.898,,15118,187.755,522475,12338544,,1.172,8583,,1150,,53357146789,0.505,,dogecoin,doge
266,2014/08/31,19778,914.724,220.356,12.647,,25594,180.682,5639752,12244287,,1.191,10663,,1181,,56179792296,0.669,,dogecoin,doge
267,2014/09/01,18709,904.596,56.257,4.966,,21170,178.115,1190800,11762638,,1.194,10197,,1349,,55154677744,0.498,,dogecoin,doge
268,2014/09/02,18489,904.62,63.144,4.004,,19798,184.166,1250115,11932303,,1.143,8754,,1281,,55495539300,0.496,,dogecoin,doge
269,2014/09/03,18289,913.773,45.768,2.745,,21042,183.219,963038,12598027,,1.154,9040,,1647,,57595757102,0.536,,dogecoin,doge
270,2014/09/04,19554,965.026,58.132,2.409,,21828,190.939,1268897,14083992,,1.201,9997,,2550,,58770516207,0.601,,dogecoin,doge
271,2014/09/05,19179,1047,65.053,1.326,,21170,193.246,1377081,15194986,,1.187,10953,,2775,,63226158180,0.491,,dogecoin,doge
272,2014/09/06,22377,1219,85.83,4.067,,23684,196.526,2032803,18301185,,1.199,11915,,2044,,73444285488,0.704,,dogecoin,doge
273,2014/09/07,26701,1194,274.099,13.455,,34512,203.368,9459690,17577563,,1.187,13962,,1647,,72409168182,0.535,,dogecoin,doge
274,2014/09/08,21160,1147,253.401,6.245,,23115,187.758,5857354,15949895,,1.245,11269,,2326,,67535887325,0.625,,dogecoin,doge
275,2014/09/09,20965,1176,105.377,3.571,,24017,186.695,2530789,17015245,,1.224,11015,,1422,,69613365859,0.557,,dogecoin,doge
276,2014/09/10,22216,1140,162.418,1.831,,25736,210.139,4179996,17248825,,1.217,11812,,1994,,66832658242,0.502,,dogecoin,doge
277,2014/09/11,22655,1665,113.859,8.059,,24792,151.769,2822384,18255319,,1.137,10345,,2718,,102129517978,0.628,,dogecoin,doge
278,2014/09/12,21568,6027,166.351,10.437,,21741,42.494,3607419,18596972,,1.032,8220,,3003,,411186743244,0.585,,dogecoin,doge
279,2014/09/13,22671,7413,552.662,9.298,,22839,38.825,12521624,22274168,,1.034,9731,,2409,,516973719695,0.733,,dogecoin,doge
280,2014/09/14,28849,8530,1037,10.671,,31765,44.994,32102746,30452969,,1.04,15935,,2917,,594185877783,1.299,,dogecoin,doge
281,2014/09/15,29584,8964,1385,6.556,,34046,46.496,47148329,30244637,,1.043,12836,,3131,,620472291905,0.853,,dogecoin,doge
282,2014/09/16,24506,8822,766.021,2.77,,25405,43.115,19432831,27285351,,1.062,10135,,3076,,603270400465,0.675,,dogecoin,doge
283,2014/09/17,24196,8833,587.899,6.238,,25543,39.08,14977398,24600624,,1.039,10024,,3663,,609030215742,0.537,,dogecoin,doge
284,2014/09/18,23979,9412,826.72,4.371,,24155,38.905,19840255,26949054,,1.034,9949,,3537,,654084653953,0.552,,dogecoin,doge
285,2014/09/19,23834,9675,414.537,9.349,,24806,36.698,10207502,25453789,,1.05,11372,,3522,,670109153537,0.407,,dogecoin,doge
286,2014/09/20,23092,10513,392.824,16.686,,24386,34.101,9571622,26764588,,1.045,9588,,2914,,727284765541,0.524,,dogecoin,doge
287,2014/09/21,26353,10754,203.134,18.261,,33805,33.382,6860171,25473469,,1.051,11758,,2301,,738436025628,0.576,,dogecoin,doge
288,2014/09/22,24322,10798,214.264,12.358,,25862,34.028,5538246,26683520,,1.045,9762,,2958,,747674669177,0.564,,dogecoin,doge
289,2014/09/23,23320,11249,335.388,13.89,,23973,33.629,8020181,27584913,,1.041,9896,,3271,,778503007676,0.449,,dogecoin,doge
290,2014/09/24,24030,11562,540.959,15.985,,24880,34.806,13440786,30812184,,1.044,10675,,4375,,800837093902,0.725,,dogecoin,doge
291,2014/09/25,26380,11784,565.985,12.797,,26125,37.553,14783491,34003496,,1.043,10648,,3834,,816055873502,0.807,,dogecoin,doge
292,2014/09/26,29362,10812,1067,9.389,,28473,49.063,30380463,39360560,,1.035,12935,,4717,,748892819181,1.02,,dogecoin,doge
293,2014/09/27,31499,11551,486.389,6.827,,30604,42.843,14841401,35214514,,1.04,12244,,3365,,805907703580,0.796,,dogecoin,doge
294,2014/09/28,37496,11585,644.256,15.418,,42961,41.741,27667433,35954945,,1.051,14301,,3043,,802337536276,0.771,,dogecoin,doge
295,2014/09/29,30682,10800,318.969,6.988,,28958,44.989,9220425,35879537,,1.04,11426,,3234,,745110444729,0.597,,dogecoin,doge
296,2014/09/30,30159,11518,352.59,6.114,,28180,42.572,9919777,36480002,,1.053,11780,,2953,,793317699870,0.554,,dogecoin,doge
297,2014/10/01,29477,12805,257.989,6.861,,27741,37.829,7147447,33541276,,1.048,11643,,2833,,884750157762,0.562,,dogecoin,doge
298,2014/10/02,27718,11868,262.262,3.825,,25986,28.481,6809764,30746816,,1.057,10514,,2648,,809145790933,0.6,,dogecoin,doge
299,2014/10/03,27392,12318,237.764,3.089,,26119,16.298,6207127,29257347,,1.053,11873,,2430,,842821655671,0.58,,dogecoin,doge
300,2014/10/04,22515,12428,255.269,5.037,,24552,15.832,6266721,28010694,,1.05,8468,,2062,,848997597615,0.561,,dogecoin,doge
301,2014/10/05,29962,11410,218.554,13.223,,38293,15.285,8350796,25228614,,1.047,11091,,1950,,789438280550,0.699,,dogecoin,doge
302,2014/10/06,26787,11849,358.53,11.448,,27985,14.776,10031541,26436602,,1.048,8825,,3135,,815304604565,0.533,,dogecoin,doge
303,2014/10/07,24873,10870,234.481,1.05,,35089,16.647,8227674,26891611,,1.056,10261,,2935,,744691018434,0.68,,dogecoin,doge
304,2014/10/08,24929,12751,410.383,14.629,,26073,14.437,10650547,26830141,,1.041,7808,,2978,,879474374975,0.492,,dogecoin,doge
305,2014/10/09,27665,13418,495.571,13.192,,26378,13.607,13063279,26748958,,1.039,8145,,3340,,929731780403,0.364,,dogecoin,doge
306,2014/10/10,26865,13984,458.115,8.626,,28232,12.603,12933492,25633538,,1.041,8338,,2797,,969972142282,0.542,,dogecoin,doge
307,2014/10/11,24594,14135,437.19,6.41,,26344,11.934,11513634,25630491,,1.051,7786,,2207,,978462345182,0.573,,dogecoin,doge
308,2014/10/12,28589,15649,249.224,14.996,,37446,11.219,9318979,26592356,,1.068,9881,,2412,,1067626000247,0.412,,dogecoin,doge
309,2014/10/13,26410,15327,474.912,7.824,,27871,11.764,13231819,26280386,,1.056,8523,,3039,,1037439003400,0.457,,dogecoin,doge
310,2014/10/14,25011,14496,714.209,17.004,,25528,12.421,18207702,26345990,,1.06,7907,,3336,,989773724496,0.506,,dogecoin,doge
311,2014/10/15,27279,15096,711.749,4.158,,25109,11.016,17843760,24485349,,1.056,9037,,3479,,1034109290328,0.459,,dogecoin,doge
312,2014/10/16,28693,15745,912.442,0.384,,34685,10.3,31613881,23687994,,1.044,9070,,4724,,1081733818402,0.479,,dogecoin,doge
313,2014/10/17,37136,15444,778.265,0.15,,44660,10.31,34757333,23347115,,1.053,11541,,3840,,1060851877565,0.387,,dogecoin,doge
314,2014/10/18,30864,15743,964.821,0.891,,27580,10.074,26599621,23711025,,1.043,8606,,3683,,1084141211483,0.445,,dogecoin,doge
315,2014/10/19,29836,15233,908.63,5.029,,22487,10.12,20424854,22515467,,1.041,8055,,3096,,1056148279628,0.479,,dogecoin,doge
316,2014/10/20,30022,14854,814.072,1.449,,26033,13.881,21168717,21388546,,1.05,8389,,3824,,1028271367752,0.438,,dogecoin,doge
317,2014/10/21,32466,15708,1001,0.93,,29331,9.009,29370555,21363323,,1.081,9453,,3850,,1063605163917,0.626,,dogecoin,doge
318,2014/10/22,34883,15119,986.757,9.244,,31311,10.255,30773823,24244740,,1.06,10364,,4221,,1016780767765,0.551,,dogecoin,doge
319,2014/10/23,31188,15502,819.198,5.653,,27357,10.178,22407217,23813853,,1.064,8439,,3760,,1054089583375,0.481,,dogecoin,doge
320,2014/10/24,27321,14941,734.204,3.13,,24239,10.347,17772204,23375175,,1.047,8040,,1536,,1019926986922,0.467,,dogecoin,doge
321,2014/10/25,28723,15154,764.072,1.187,,24896,10.12,18946837,23185864,,1.052,7481,,2317,,1043328339697,0.62,,dogecoin,doge
322,2014/10/26,38096,15495,796.1,4.974,,30292,10.006,24087028,23546900,,1.046,11206,,2634,,1069590514520,0.8,,dogecoin,doge
323,2014/10/27,28053,14553,1066,10.759,,25238,10.556,26813394,23557102,,1.062,10565,,3312,,1003733794718,0.663,,dogecoin,doge
324,2014/10/28,26898,15742,1227,3.796,,24163,10.148,29522134,23917808,,1.054,8308,,3593,,1068832862248,0.538,,dogecoin,doge
325,2014/10/29,26548,15499,953.984,3.843,,23271,9.768,22168907,23006103,,1.055,7816,,3744,,1066014257160,0.54,,dogecoin,doge
326,2014/10/30,25375,13830,524.588,1.762,,22706,10.847,11907088,22394779,,1.045,11290,,4068,,949871669831,0.473,,dogecoin,doge
327,2014/10/31,24277,14707,602.028,1.016,,21899,10.07,13171440,22370702,,1.043,7368,,3049,,1018439798262,0.351,,dogecoin,doge
328,2014/11/01,22351,14384,571.741,3.247,,19826,9.843,11317562,21267811,,1.054,6209,,2204,,989164043957,0.504,,dogecoin,doge
329,2014/11/02,28668,14609,827.159,1.664,,19372,9.497,15901857,20976253,,1.045,7207,,2238,,1007708584626,0.48,,dogecoin,doge
330,2014/11/03,29184,14109,560.667,0.906,,25191,9.767,14123758,20468496,,1.045,9457,,3136,,976613837258,0.489,,dogecoin,doge
331,2014/11/04,32377,15718,788.702,0.928,,26982,8.272,21112319,19779323,,1.057,11529,,3252,,1084156747680,0.44,,dogecoin,doge
332,2014/11/05,32836,16046,896.509,7.399,,26711,8.447,23919334,20332380,,1.046,16177,,3765,,1099652296853,0.494,,dogecoin,doge
333,2014/11/06,31158,15982,1245,5.381,,24701,8.711,30742923,21338439,,1.049,9010,,3412,,1107012291695,0.444,,dogecoin,doge
334,2014/11/07,32452,16109,1062,3.2,,25817,8.605,27430012,20920677,,1.046,8544,,3644,,1110205279500,0.506,,dogecoin,doge
335,2014/11/08,32092,16168,1579,4.008,,24138,8.341,38072491,20347836,,1.052,10190,,2464,,1109401360361,0.565,,dogecoin,doge
336,2014/11/09,37477,15798,1535,3.989,,25153,8.459,38608786,20864524,,1.066,10389,,3062,,1077841824012,0.602,,dogecoin,doge
337,2014/11/10,37547,15337,1438,5.148,,28424,9.174,40879733,21309262,,1.053,14810,,3104,,1045957066741,0.431,,dogecoin,doge
338,2014/11/11,35094,15924,1249,9.894,,26136,8.612,32625344,20841116,,1.045,10148,,3084,,1099636103672,0.44,,dogecoin,doge
339,2014/11/12,38919,14614,1344,7.696,,29771,9.867,39882790,21357329,,1.048,11308,,4382,,1002132496666,0.545,,dogecoin,doge
340,2014/11/13,37195,16613,2227,6.927,,27782,9.185,61352705,23661885,,1.05,10648,,3181,,1148988514606,0.377,,dogecoin,doge
341,2014/11/14,37888,17271,1631,5.723,,28191,8.597,45980494,22533737,,1.041,10862,,2854,,1195321363980,0.404,,dogecoin,doge
342,2014/11/15,40824,16920,804.979,9.724,,24856,8.473,19984422,21833627,,1.047,10761,,2240,,1171860452787,0.474,,dogecoin,doge
343,2014/11/16,39657,16549,514.844,6.411,,27139,8.521,13962599,21185046,,1.038,13515,,2207,,1146436700382,0.483,,dogecoin,doge
344,2014/11/17,34522,18439,453.421,3.145,,26207,7.643,11825486,21477379,,1.051,10126,,2879,,1274866831663,0.463,,dogecoin,doge
345,2014/11/18,27999,17302,547.519,1.645,,18932,7.879,10363402,20387125,,1.056,8939,,3045,,1181583283986,0.5,,dogecoin,doge
346,2014/11/19,26989,18016,523.777,2.506,,17619,7.333,9206872,20131527,,1.051,8970,,3027,,1243882988211,0.523,,dogecoin,doge
347,2014/11/20,28640,17600,474.708,2.402,,18970,7.385,8986980,20019234,,1.052,9465,,2824,,1204273942327,0.436,,dogecoin,doge
348,2014/11/21,27664,18616,399.003,1.848,,18255,6.932,7283083,19660612,,1.059,9283,,2888,,1270566330863,0.441,,dogecoin,doge
349,2014/11/22,28751,19533,434.567,1.922,,19770,6.863,8591393,20703982,,1.058,10125,,2594,,1326754242227,0.463,,dogecoin,doge
350,2014/11/23,41526,18229,524.417,1.096,,20745,8.041,10828329,23784508,,1.047,14522,,2379,,1250454579859,0.361,,dogecoin,doge
351,2014/11/24,30470,19549,567.469,3.166,,20042,8.007,11357213,23946449,,1.045,10394,,4276,,1354217850673,0.55,,dogecoin,doge
352,2014/11/25,29059,19671,732.189,3.233,,19547,7.73,14290252,23276190,,1.051,9036,,4020,,1351887986487,0.425,,dogecoin,doge
353,2014/11/26,28516,18683,972.391,1.809,,18776,7.914,18248276,22072084,,1.043,9598,,5161,,1288911861365,0.497,,dogecoin,doge
354,2014/11/27,30776,20018,623.672,4.203,,20540,7.325,12742561,23059041,,1.056,11480,,3812,,1382616307149,0.438,,dogecoin,doge
355,2014/11/28,29474,18594,588.761,4.188,,19733,8.167,11618001,23158991,,1.053,9809,,3483,,1277142014109,0.43,,dogecoin,doge
356,2014/11/29,42837,19124,663.008,4.197,,20627,8.043,13631526,23364041,,1.047,10815,,3571,,1313014023746,0.413,,dogecoin,doge
357,2014/11/30,34226,19129,598.574,2.906,,20479,7.8,12245051,23060665,,1.064,10143,,4099,,1315799200742,0.412,,dogecoin,doge
358,2014/12/01,30419,18754,832.78,4.254,,19397,8.068,16066802,22952049,,1.054,11200,,4172,,1274502084398,0.429,,dogecoin,doge
359,2014/12/02,31057,19503,802.126,3.725,,20347,7.61,16320849,22853167,,1.074,8858,,4181,,1319541363933,0.46,,dogecoin,doge
360,2014/12/03,35933,20244,606.385,1.862,,24220,7.312,14686542,22502810,,1.073,12555,,3481,,1363094940164,0.37,,dogecoin,doge
361,2014/12/04,31380,17145,685.266,2.4,,20646,8.581,14144813,21863066,,1.041,9583,,3362,,1172596496928,0.454,,dogecoin,doge
362,2014/12/05,29162,17424,663.495,1.984,,18896,8.139,12500440,21859391,,1.074,9638,,3674,,1188456438207,0.364,,dogecoin,doge
363,2014/12/06,41962,19823,669.612,1.7,,19813,7.378,13267022,21870362,,1.046,10756,,2664,,1351467184310,0.478,,dogecoin,doge
364,2014/12/07,36837,20459,610.487,1.756,,24291,6.948,14700805,21666490,,1.047,10806,,3326,,1416856776612,0.501,,dogecoin,doge
365,2014/12/08,33162,19749,662.061,3.537,,21386,7.017,14158843,21100656,,1.046,10828,,3683,,1365413932387,0.544,,dogecoin,doge
366,2014/12/09,29713,20614,600.439,1.586,,19360,6.433,11624494,20148576,,1.06,9890,,3363,,1412338972272,0.387,,dogecoin,doge
