,date,active_addresses,confirmation_time,top_100_percent,send_usd,av_transaction_size,hashrate,market_cap,av_transaction_value,sent_addresses,google_trends,fee_reward,transactions,difficulty,mining_profitability,median_transaction_value,tweets,median_transaction_size,block_size,full_name,coin
208,2009/07/30,17nullnull,,,,,,,,16nullnull,,,1nullnull,1nullnull,,,,,150.2nullnull,bitconnect,bitconnect
209,2009/07/31,17nullnull,,,,,,,,17nullnull,,,nullnullnull,1nullnull,,,,,134.706nullnull,bitconnect,bitconnect
210,2009/08/01,28nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.821nullnull,bitconnect,bitconnect
211,2009/08/02,23nullnull,,,,,,,,23nullnull,,,nullnullnull,1nullnull,,,,,134.609nullnull,bitconnect,bitconnect
212,2009/08/03,12nullnull,,,,,,,,12nullnull,,,nullnullnull,1nullnull,,,,,134.833nullnull,bitconnect,bitconnect
213,2009/08/04,81nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.63nullnull,bitconnect,bitconnect
214,2009/08/05,87nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.724nullnull,bitconnect,bitconnect
215,2009/08/06,90nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.922nullnull,bitconnect,bitconnect
216,2009/08/07,192nullnull,,,,,,,,34nullnull,,,1nullnull,1nullnull,,,,,294.525nullnull,bitconnect,bitconnect
217,2009/08/08,80nullnull,,,,,,,,30nullnull,,,nullnullnull,1nullnull,,,,,134.875nullnull,bitconnect,bitconnect
218,2009/08/09,101nullnull,,,,,,,,42nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
219,2009/08/10,75nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.987nullnull,bitconnect,bitconnect
220,2009/08/11,70nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.914nullnull,bitconnect,bitconnect
221,2009/08/12,63nullnull,,,,,,,,12nullnull,,,nullnullnull,1nullnull,,,,,134.524nullnull,bitconnect,bitconnect
222,2009/08/13,85nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.765nullnull,bitconnect,bitconnect
223,2009/08/14,63nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.825nullnull,bitconnect,bitconnect
224,2009/08/15,26nullnull,,,,,,,,26nullnull,,,nullnullnull,1nullnull,,,,,134.385nullnull,bitconnect,bitconnect
225,2009/08/16,19nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.526nullnull,bitconnect,bitconnect
226,2009/08/17,17nullnull,,,,,,,,17nullnull,,,nullnullnull,1nullnull,,,,,134.824nullnull,bitconnect,bitconnect
227,2009/08/18,10nullnull,,,,,,,,10nullnull,,,nullnullnull,1nullnull,,,,,135nullnull,bitconnect,bitconnect
228,2009/08/19,18nullnull,,,,,,,,16nullnull,,,nullnullnull,1nullnull,,,,,134.389nullnull,bitconnect,bitconnect
229,2009/08/20,22nullnull,,,,,,,,15nullnull,,,nullnullnull,1nullnull,,,,,134.182nullnull,bitconnect,bitconnect
230,2009/08/21,14nullnull,,,,,,,,9nullnull,,,nullnullnull,1nullnull,,,,,134nullnull,bitconnect,bitconnect
231,2009/08/22,7nullnull,,,,,,,,7nullnull,,,nullnullnull,1nullnull,,,,,134nullnull,bitconnect,bitconnect
232,2009/08/23,15nullnull,,,,,,,,14nullnull,,,nullnullnull,1nullnull,,,,,134.533nullnull,bitconnect,bitconnect
233,2009/08/24,15nullnull,,,,,,,,6nullnull,,,nullnullnull,1nullnull,,,,,134nullnull,bitconnect,bitconnect
234,2009/08/25,50nullnull,,,,,,,,9nullnull,,,nullnullnull,1nullnull,,,,,134.66nullnull,bitconnect,bitconnect
235,2009/08/26,96nullnull,,,,,,,,9nullnull,,,3nullnull,1nullnull,,,,,254.833nullnull,bitconnect,bitconnect
236,2009/08/27,29nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.345nullnull,bitconnect,bitconnect
237,2009/08/28,75nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.733nullnull,bitconnect,bitconnect
238,2009/08/29,78nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.808nullnull,bitconnect,bitconnect
239,2009/08/30,99nullnull,,,,,,,,43nullnull,,,1nullnull,1nullnull,,,,,136.381nullnull,bitconnect,bitconnect
240,2009/08/31,93nullnull,,,,,,,,37nullnull,,,1nullnull,1nullnull,,,,,143.349nullnull,bitconnect,bitconnect
241,2009/09/01,78nullnull,,,,,,,,30nullnull,,,nullnullnull,1nullnull,,,,,134.795nullnull,bitconnect,bitconnect
242,2009/09/02,66nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.848nullnull,bitconnect,bitconnect
243,2009/09/03,76nullnull,,,,,,,,12nullnull,,,1nullnull,1nullnull,,,,,161.902nullnull,bitconnect,bitconnect
244,2009/09/04,64nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.672nullnull,bitconnect,bitconnect
245,2009/09/05,76nullnull,,,,,,,,22nullnull,,,nullnullnull,1nullnull,,,,,134.842nullnull,bitconnect,bitconnect
246,2009/09/06,68nullnull,,,,,,,,11nullnull,,,nullnullnull,1nullnull,,,,,134.853nullnull,bitconnect,bitconnect
247,2009/09/07,92nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,154.436nullnull,bitconnect,bitconnect
248,2009/09/08,69nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.768nullnull,bitconnect,bitconnect
249,2009/09/09,54nullnull,,,,,,,,7nullnull,,,nullnullnull,1nullnull,,,,,134.796nullnull,bitconnect,bitconnect
250,2009/09/10,67nullnull,,,,,,,,13nullnull,,,nullnullnull,1nullnull,,,,,134.806nullnull,bitconnect,bitconnect
251,2009/09/11,67nullnull,,,,,,,,17nullnull,,,nullnullnull,1nullnull,,,,,134.821nullnull,bitconnect,bitconnect
252,2009/09/12,69nullnull,,,,,,,,20nullnull,,,nullnullnull,1nullnull,,,,,134.884nullnull,bitconnect,bitconnect
253,2009/09/13,75nullnull,,,,,,,,20nullnull,,,nullnullnull,1nullnull,,,,,134.84nullnull,bitconnect,bitconnect
254,2009/09/14,74nullnull,,,,,,,,18nullnull,,,nullnullnull,1nullnull,,,,,134.851nullnull,bitconnect,bitconnect
255,2009/09/15,44nullnull,,,,,,,,13nullnull,,,nullnullnull,1nullnull,,,,,134.864nullnull,bitconnect,bitconnect
256,2009/09/16,74nullnull,,,,,,,,24nullnull,,,1nullnull,1nullnull,,,,,137.875nullnull,bitconnect,bitconnect
257,2009/09/17,186nullnull,,,,,,,,24nullnull,,,1nullnull,1nullnull,,,,,273.226nullnull,bitconnect,bitconnect
258,2009/09/18,78nullnull,,,,,,,,25nullnull,,,nullnullnull,1nullnull,,,,,134.808nullnull,bitconnect,bitconnect
259,2009/09/19,74nullnull,,,,,,,,19nullnull,,,nullnullnull,1nullnull,,,,,134.959nullnull,bitconnect,bitconnect
260,2009/09/20,78nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.987nullnull,bitconnect,bitconnect
261,2009/09/21,78nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,148.754nullnull,bitconnect,bitconnect
262,2009/09/22,66nullnull,,,,,,,,21nullnull,,,1nullnull,1nullnull,,,,,318.84nullnull,bitconnect,bitconnect
263,2009/09/23,36nullnull,,,,,,,,13nullnull,,,nullnullnull,1nullnull,,,,,134.722nullnull,bitconnect,bitconnect
264,2009/09/24,97nullnull,,,,,,,,40nullnull,,,nullnullnull,1nullnull,,,,,134.505nullnull,bitconnect,bitconnect
265,2009/09/25,119nullnull,,,,,,,,36nullnull,,,2nullnull,1nullnull,,,,,168.319nullnull,bitconnect,bitconnect
266,2009/09/26,100nullnull,,,,,,,,40nullnull,,,nullnullnull,1nullnull,,,,,134.46nullnull,bitconnect,bitconnect
267,2009/09/27,104nullnull,,,,,,,,27nullnull,,,1nullnull,1nullnull,,,,,156.379nullnull,bitconnect,bitconnect
268,2009/09/28,85nullnull,,,,,,,,28nullnull,,,nullnullnull,1nullnull,,,,,134.929nullnull,bitconnect,bitconnect
269,2009/09/29,133nullnull,,,,,,,,34nullnull,,,2nullnull,1nullnull,,,,,191.614nullnull,bitconnect,bitconnect
270,2009/09/30,85nullnull,,,,,,,,31nullnull,,,nullnullnull,1nullnull,,,,,134.765nullnull,bitconnect,bitconnect
271,2009/10/01,82nullnull,,,,,,,,27nullnull,,,nullnullnull,1nullnull,,,,,134.89nullnull,bitconnect,bitconnect
272,2009/10/02,83nullnull,,,,,,,,35nullnull,,,1nullnull,1nullnull,,,,,151.222nullnull,bitconnect,bitconnect
273,2009/10/03,58nullnull,,,,,,,,36nullnull,,,nullnullnull,1nullnull,,,,,134.414nullnull,bitconnect,bitconnect
274,2009/10/04,53nullnull,,,,,,,,31nullnull,,,nullnullnull,1nullnull,,,,,134.679nullnull,bitconnect,bitconnect
275,2009/10/05,55nullnull,,,,,,,,34nullnull,,,nullnullnull,1nullnull,,,,,134.764nullnull,bitconnect,bitconnect
276,2009/10/06,58nullnull,,,,,,,,25nullnull,,,2nullnull,1nullnull,,,,,178.116nullnull,bitconnect,bitconnect
277,2009/10/07,60nullnull,,,,,,,,36nullnull,,,nullnullnull,1nullnull,,,,,134.717nullnull,bitconnect,bitconnect
278,2009/10/08,70nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.471nullnull,bitconnect,bitconnect
279,2009/10/09,80nullnull,,,,,,,,38nullnull,,,nullnullnull,1nullnull,,,,,134.658nullnull,bitconnect,bitconnect
280,2009/10/10,76nullnull,,,,,,,,38nullnull,,,nullnullnull,1nullnull,,,,,134.818nullnull,bitconnect,bitconnect
281,2009/10/11,74nullnull,,,,,,,,44nullnull,,,nullnullnull,1nullnull,,,,,134.757nullnull,bitconnect,bitconnect
282,2009/10/12,132nullnull,,,,,,,,29nullnull,,,1nullnull,1nullnull,,,,,283.379nullnull,bitconnect,bitconnect
283,2009/10/13,57nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.807nullnull,bitconnect,bitconnect
284,2009/10/14,69nullnull,,,,,,,,42nullnull,,,nullnullnull,1nullnull,,,,,134.623nullnull,bitconnect,bitconnect
285,2009/10/15,71nullnull,,,,,,,,35nullnull,,,nullnullnull,1nullnull,,,,,134.366nullnull,bitconnect,bitconnect
286,2009/10/16,141nullnull,,,,,,,,28nullnull,,,1nullnull,1nullnull,,,,,291.517nullnull,bitconnect,bitconnect
287,2009/10/17,57nullnull,,,,,,,,31nullnull,,,nullnullnull,1nullnull,,,,,134.842nullnull,bitconnect,bitconnect
288,2009/10/18,82nullnull,,,,,,,,39nullnull,,,1nullnull,1nullnull,,,,,146nullnull,bitconnect,bitconnect
289,2009/10/19,112nullnull,,,,,,,,37nullnull,,,nullnullnull,1nullnull,,,,,134.446nullnull,bitconnect,bitconnect
290,2009/10/20,197nullnull,,,,,,,,43nullnull,,,1nullnull,1nullnull,,,,,257nullnull,bitconnect,bitconnect
291,2009/10/21,99nullnull,,,,,,,,41nullnull,,,1nullnull,1nullnull,,,,,160.663nullnull,bitconnect,bitconnect
292,2009/10/22,130nullnull,,,,,,,,49nullnull,,,1nullnull,1nullnull,,,,,187.122nullnull,bitconnect,bitconnect
293,2009/10/23,89nullnull,,,,,,,,51nullnull,,,nullnullnull,1nullnull,,,,,134.427nullnull,bitconnect,bitconnect
294,2009/10/24,70nullnull,,,,,,,,49nullnull,,,1nullnull,1nullnull,,,,,149.194nullnull,bitconnect,bitconnect
295,2009/10/25,76nullnull,,,,,,,,51nullnull,,,nullnullnull,1nullnull,,,,,134.579nullnull,bitconnect,bitconnect
296,2009/10/26,71nullnull,,,,,,,,45nullnull,,,nullnullnull,1nullnull,,,,,134.803nullnull,bitconnect,bitconnect
297,2009/10/27,81nullnull,,,,,,,,40nullnull,,,1nullnull,1nullnull,,,,,164.781nullnull,bitconnect,bitconnect
298,2009/10/28,66nullnull,,,,,,,,43nullnull,,,nullnullnull,1nullnull,,,,,134.682nullnull,bitconnect,bitconnect
299,2009/10/29,89nullnull,,,,,,,,28nullnull,,,2nullnull,1nullnull,,,,,238.391nullnull,bitconnect,bitconnect
300,2009/10/30,60nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.467nullnull,bitconnect,bitconnect
301,2009/10/31,46nullnull,,,,,,,,41nullnull,,,nullnullnull,1nullnull,,,,,134.304nullnull,bitconnect,bitconnect
302,2009/11/01,25nullnull,,,,,,,,24nullnull,,,nullnullnull,1nullnull,,,,,134.28nullnull,bitconnect,bitconnect
303,2009/11/02,33nullnull,,,,,,,,13nullnull,,,nullnullnull,1nullnull,,,,,134.394nullnull,bitconnect,bitconnect
304,2009/11/03,62nullnull,,,,,,,,40nullnull,,,nullnullnull,1nullnull,,,,,134.532nullnull,bitconnect,bitconnect
305,2009/11/04,105nullnull,,,,,,,,34nullnull,,,1nullnull,1nullnull,,,,,213.111nullnull,bitconnect,bitconnect
306,2009/11/05,57nullnull,,,,,,,,34nullnull,,,nullnullnull,1nullnull,,,,,134.474nullnull,bitconnect,bitconnect
307,2009/11/06,62nullnull,,,,,,,,35nullnull,,,nullnullnull,1nullnull,,,,,134.548nullnull,bitconnect,bitconnect
308,2009/11/07,69nullnull,,,,,,,,44nullnull,,,nullnullnull,1nullnull,,,,,134.667nullnull,bitconnect,bitconnect
309,2009/11/08,73nullnull,,,,,,,,41nullnull,,,nullnullnull,1nullnull,,,,,134.548nullnull,bitconnect,bitconnect
310,2009/11/09,64nullnull,,,,,,,,29nullnull,,,nullnullnull,1nullnull,,,,,134.688nullnull,bitconnect,bitconnect
311,2009/11/10,78nullnull,,,,,,,,47nullnull,,,nullnullnull,1nullnull,,,,,134.385nullnull,bitconnect,bitconnect
312,2009/11/11,116nullnull,,,,,,,,38nullnull,,,9nullnull,1nullnull,,,,,250.453nullnull,bitconnect,bitconnect
313,2009/11/12,66nullnull,,,,,,,,32nullnull,,,nullnullnull,1nullnull,,,,,134.424nullnull,bitconnect,bitconnect
314,2009/11/13,93nullnull,,,,,,,,49nullnull,,,3nullnull,1nullnull,,,,,157.45nullnull,bitconnect,bitconnect
315,2009/11/14,79nullnull,,,,,,,,44nullnull,,,nullnullnull,1nullnull,,,,,134.633nullnull,bitconnect,bitconnect
316,2009/11/15,96nullnull,,,,,,,,49nullnull,,,nullnullnull,1nullnull,,,,,134.625nullnull,bitconnect,bitconnect
317,2009/11/16,97nullnull,,,,,,,,56nullnull,,,nullnullnull,1nullnull,,,,,134.68nullnull,bitconnect,bitconnect
318,2009/11/17,92nullnull,,,,,,,,55nullnull,,,nullnullnull,1nullnull,,,,,134.663nullnull,bitconnect,bitconnect
319,2009/11/18,79nullnull,,,,,,,,44nullnull,,,nullnullnull,1nullnull,,,,,134.43nullnull,bitconnect,bitconnect
320,2009/11/19,153nullnull,,,,,,,,42nullnull,,,2nullnull,1nullnull,,,,,294.2nullnull,bitconnect,bitconnect
321,2009/11/20,86nullnull,,,,,,,,49nullnull,,,nullnullnull,1nullnull,,,,,134.616nullnull,bitconnect,bitconnect
322,2009/11/21,73nullnull,,,,,,,,50nullnull,,,nullnullnull,1nullnull,,,,,134.712nullnull,bitconnect,bitconnect
323,2009/11/22,106nullnull,,,,,,,,62nullnull,,,nullnullnull,1nullnull,,,,,134.708nullnull,bitconnect,bitconnect
324,2009/11/23,96nullnull,,,,,,,,49nullnull,,,nullnullnull,1nullnull,,,,,134.854nullnull,bitconnect,bitconnect
325,2009/11/24,93nullnull,,,,,,,,58nullnull,,,nullnullnull,1nullnull,,,,,134.57nullnull,bitconnect,bitconnect
326,2009/11/25,90nullnull,,,,,,,,52nullnull,,,nullnullnull,1nullnull,,,,,134.644nullnull,bitconnect,bitconnect
327,2009/11/26,84nullnull,,,,,,,,50nullnull,,,nullnullnull,1nullnull,,,,,134.512nullnull,bitconnect,bitconnect
328,2009/11/27,74nullnull,,,,,,,,45nullnull,,,nullnullnull,1nullnull,,,,,134.473nullnull,bitconnect,bitconnect
329,2009/11/28,71nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.563nullnull,bitconnect,bitconnect
330,2009/11/29,60nullnull,,,,,,,,21nullnull,,,nullnullnull,1nullnull,,,,,134.683nullnull,bitconnect,bitconnect
331,2009/11/30,75nullnull,,,,,,,,43nullnull,,,nullnullnull,1nullnull,,,,,134.76nullnull,bitconnect,bitconnect
332,2009/12/01,240nullnull,,,,,,,,31nullnull,,,1nullnull,1nullnull,,,,,402.781nullnull,bitconnect,bitconnect
333,2009/12/02,94nullnull,,,,,,,,47nullnull,,,nullnullnull,1nullnull,,,,,134.649nullnull,bitconnect,bitconnect
334,2009/12/03,88nullnull,,,,,,,,48nullnull,,,nullnullnull,1nullnull,,,,,134.784nullnull,bitconnect,bitconnect
335,2009/12/04,36nullnull,,,,,,,,33nullnull,,,nullnullnull,1nullnull,,,,,134.444nullnull,bitconnect,bitconnect
336,2009/12/05,84nullnull,,,,,,,,57nullnull,,,1nullnull,1nullnull,,,,,168.016nullnull,bitconnect,bitconnect
337,2009/12/06,107nullnull,,,,,,,,72nullnull,,,2nullnull,1nullnull,,,,,139.359nullnull,bitconnect,bitconnect
338,2009/12/07,112nullnull,,,,,,,,75nullnull,,,nullnullnull,1nullnull,,,,,134.643nullnull,bitconnect,bitconnect
339,2009/12/08,136nullnull,,,,,,,,72nullnull,,,2nullnull,1nullnull,,,,,168.21nullnull,bitconnect,bitconnect
340,2009/12/09,119nullnull,,,,,,,,72nullnull,,,13nullnull,1nullnull,,,,,182.208nullnull,bitconnect,bitconnect
341,2009/12/10,104nullnull,,,,,,,,67nullnull,,,nullnullnull,1nullnull,,,,,134.644nullnull,bitconnect,bitconnect
342,2009/12/11,112nullnull,,,,,,,,61nullnull,,,nullnullnull,1nullnull,,,,,134.348nullnull,bitconnect,bitconnect
343,2009/12/12,178nullnull,,,,,,,,71nullnull,,,2nullnull,1nullnull,,,,,205.445nullnull,bitconnect,bitconnect
344,2009/12/13,114nullnull,,,,,,,,70nullnull,,,nullnullnull,1nullnull,,,,,134.754nullnull,bitconnect,bitconnect
345,2009/12/14,437nullnull,,,,,,,,62nullnull,,,5nullnull,1nullnull,,,,,510.471nullnull,bitconnect,bitconnect
346,2009/12/15,119nullnull,,,,,,,,69nullnull,,,2nullnull,1nullnull,,,,,145.945nullnull,bitconnect,bitconnect
347,2009/12/16,154nullnull,,,,,,,,84nullnull,,,1nullnull,1nullnull,,,,,149.213nullnull,bitconnect,bitconnect
348,2009/12/17,179nullnull,,,,,,,,106nullnull,,,3nullnull,1nullnull,,,,,143.964nullnull,bitconnect,bitconnect
349,2009/12/18,225nullnull,,,,,,,,146nullnull,,,nullnullnull,1nullnull,,,,,134.542nullnull,bitconnect,bitconnect
350,2009/12/19,200nullnull,,,,,,,,139nullnull,,,1nullnull,1nullnull,,,,,135.717nullnull,bitconnect,bitconnect
351,2009/12/20,175nullnull,,,,,,,,114nullnull,,,nullnullnull,1nullnull,,,,,134.914nullnull,bitconnect,bitconnect
352,2009/12/21,177nullnull,,,,,,,,110nullnull,,,1nullnull,1nullnull,,,,,135.577nullnull,bitconnect,bitconnect
353,2009/12/22,162nullnull,,,,,,,,117nullnull,,,nullnullnull,1nullnull,,,,,134.722nullnull,bitconnect,bitconnect
354,2009/12/23,154nullnull,,,,,,,,105nullnull,,,nullnullnull,1nullnull,,,,,134.675nullnull,bitconnect,bitconnect
355,2009/12/24,154nullnull,,,,,,,,99nullnull,,,nullnullnull,1nullnull,,,,,134.688nullnull,bitconnect,bitconnect
356,2009/12/25,151nullnull,,,,,,,,100nullnull,,,1nullnull,1nullnull,,,,,136.302nullnull,bitconnect,bitconnect
357,2009/12/26,174nullnull,,,,,,,,111nullnull,,,nullnullnull,1nullnull,,,,,134.718nullnull,bitconnect,bitconnect
358,2009/12/27,173nullnull,,,,,,,,102nullnull,,,1nullnull,1nullnull,,,,,138.796nullnull,bitconnect,bitconnect
359,2009/12/28,137nullnull,,,,,,,,79nullnull,,,nullnullnull,1nullnull,,,,,134.752nullnull,bitconnect,bitconnect
360,2009/12/29,171nullnull,,,,,,,,121nullnull,,,nullnullnull,1nullnull,,,,,134.649nullnull,bitconnect,bitconnect
361,2009/12/30,141nullnull,,,,,,,,95nullnull,,,nullnullnull,1.125nullnull,,,,,134.688nullnull,bitconnect,bitconnect
362,2009/12/31,138nullnull,,,,,,,,98nullnull,,,nullnullnull,1.183nullnull,,,,,134.696nullnull,bitconnect,bitconnect
363,2010/01/01,137nullnull,,,,,,,,90nullnull,,,2nullnull,1.183nullnull,,,,,136.955nullnull,bitconnect,bitconnect
364,2010/01/02,125nullnull,,,,,,,,92nullnull,,,nullnullnull,1.183nullnull,,,,,134.627nullnull,bitconnect,bitconnect
365,2010/01/03,186nullnull,,,,,,,,135nullnull,,,nullnullnull,1.183nullnull,,,,,134.763nullnull,bitconnect,bitconnect
366,2010/01/04,266nullnull,,,,,,,,130nullnull,,,2nullnull,1.183nullnull,,,,,188.044nullnull,bitconnect,bitconnect
367,2010/01/05,198nullnull,,,,,,,,135nullnull,,,nullnullnull,1.183nullnull,,,,,134.631nullnull,bitconnect,bitconnect
368,2010/01/06,163nullnull,,,,,,,,108nullnull,,,nullnullnull,1.183nullnull,,,,,134.742nullnull,bitconnect,bitconnect
369,2010/01/07,154nullnull,,,,,,,,96nullnull,,,nullnullnull,1.183nullnull,,,,,134.636nullnull,bitconnect,bitconnect
370,2010/01/08,153nullnull,,,,,,,,94nullnull,,,nullnullnull,1.183nullnull,,,,,134.758nullnull,bitconnect,bitconnect
371,2010/01/09,151nullnull,,,,,,,,91nullnull,,,nullnullnull,1.183nullnull,,,,,134.828nullnull,bitconnect,bitconnect
372,2010/01/10,190nullnull,,,,,,,,133nullnull,,,nullnullnull,1.183nullnull,,,,,134.8nullnull,bitconnect,bitconnect
373,2010/01/11,159nullnull,,,,,,,,103nullnull,,,nullnullnull,1.191nullnull,,,,,134.698nullnull,bitconnect,bitconnect
374,2010/01/12,375nullnull,,,,,,,,118nullnull,,,2nullnull,1.305nullnull,,,,,291.013nullnull,bitconnect,bitconnect
375,2010/01/13,168nullnull,,,,,,,,99nullnull,,,2nullnull,1.305nullnull,,,,,137.506nullnull,bitconnect,bitconnect
376,2010/01/14,155nullnull,,,,,,,,88nullnull,,,2nullnull,1.305nullnull,,,,,143.573nullnull,bitconnect,bitconnect
377,2010/01/15,147nullnull,,,,,,,,92nullnull,,,1nullnull,1.305nullnull,,,,,138.901nullnull,bitconnect,bitconnect
378,2010/01/16,132nullnull,,,,,,,,87nullnull,,,1nullnull,1.305nullnull,,,,,141.28nullnull,bitconnect,bitconnect
379,2010/01/17,131nullnull,,,,,,,,95nullnull,,,nullnullnull,1.305nullnull,,,,,134.565nullnull,bitconnect,bitconnect
380,2010/01/18,128nullnull,,,,,,,,98nullnull,,,1nullnull,1.305nullnull,,,,,136.328nullnull,bitconnect,bitconnect
381,2010/01/19,124nullnull,,,,,,,,93nullnull,,,nullnullnull,1.305nullnull,,,,,134.387nullnull,bitconnect,bitconnect
382,2010/01/20,158nullnull,,,,,,,,133nullnull,,,nullnullnull,1.305nullnull,,,,,134.449nullnull,bitconnect,bitconnect
383,2010/01/21,187nullnull,,,,,,,,123nullnull,,,9nullnull,1.305nullnull,,,,,154.234nullnull,bitconnect,bitconnect
384,2010/01/22,141nullnull,,,,,,,,90nullnull,,,3nullnull,1.305nullnull,,,,,140.406nullnull,bitconnect,bitconnect
385,2010/01/23,164nullnull,,,,,,,,113nullnull,,,2nullnull,1.305nullnull,,,,,137.463nullnull,bitconnect,bitconnect
386,2010/01/24,156nullnull,,,,,,,,91nullnull,,,1nullnull,1.305nullnull,,,,,135.701nullnull,bitconnect,bitconnect
387,2010/01/25,272nullnull,,,,,,,,158nullnull,,,4nullnull,1.323nullnull,,,,,170.256nullnull,bitconnect,bitconnect
388,2010/01/26,215nullnull,,,,,,,,138nullnull,,,6nullnull,1.344nullnull,,,,,149.128nullnull,bitconnect,bitconnect
389,2010/01/27,181nullnull,,,,,,,,118nullnull,,,2nullnull,1.344nullnull,,,,,149.055nullnull,bitconnect,bitconnect
390,2010/01/28,199nullnull,,,,,,,,129nullnull,,,2nullnull,1.344nullnull,,,,,148.565nullnull,bitconnect,bitconnect
391,2010/01/29,213nullnull,,,,,,,,145nullnull,,,4nullnull,1.344nullnull,,,,,146.756nullnull,bitconnect,bitconnect
392,2010/01/30,248nullnull,,,,,,,,156nullnull,,,4nullnull,1.344nullnull,,,,,154.41nullnull,bitconnect,bitconnect
393,2010/01/31,184nullnull,,,,,,,,147nullnull,,,2nullnull,1.344nullnull,,,,,148.042nullnull,bitconnect,bitconnect
394,2010/02/01,203nullnull,,,,,,,,169nullnull,,,9nullnull,1.344nullnull,,,,,152.918nullnull,bitconnect,bitconnect
395,2010/02/02,167nullnull,,,,,,,,121nullnull,,,1nullnull,1.344nullnull,,,,,151.172nullnull,bitconnect,bitconnect
396,2010/02/03,277nullnull,,,,,,,,211nullnull,,,2nullnull,1.344nullnull,,,,,137.437nullnull,bitconnect,bitconnect
397,2010/02/04,269nullnull,,,,,,,,169nullnull,,,5nullnull,1.382nullnull,,,,,156.9nullnull,bitconnect,bitconnect
398,2010/02/05,472nullnull,,,,,,,,173nullnull,,,4nullnull,1.819nullnull,,,,,261.731nullnull,bitconnect,bitconnect
399,2010/02/06,224nullnull,,,,,,,,147nullnull,,,14nullnull,1.819nullnull,,,,,156.182nullnull,bitconnect,bitconnect
400,2010/02/07,230nullnull,,,,,,,,189nullnull,,,5nullnull,1.819nullnull,,,,,141.908nullnull,bitconnect,bitconnect
401,2010/02/08,329nullnull,,,,,,,,158nullnull,,,8nullnull,1.819nullnull,,,,,209.79nullnull,bitconnect,bitconnect
402,2010/02/09,623nullnull,,,,,,,,159nullnull,,,3nullnull,1.819nullnull,,,,,365.836nullnull,bitconnect,bitconnect
403,2010/02/10,777nullnull,,,,,,,,122nullnull,,,5nullnull,1.819nullnull,,,,,547.601nullnull,bitconnect,bitconnect
404,2010/02/11,245nullnull,,,,,,,,128nullnull,,,5nullnull,1.819nullnull,,,,,185.769nullnull,bitconnect,bitconnect
405,2010/02/12,225nullnull,,,,,,,,145nullnull,,,5nullnull,1.819nullnull,,,,,174.973nullnull,bitconnect,bitconnect
